site	time	r_tilde	r_tilde_small_t_tilde_large_t
4	1.260002	1.018864	1.199210	1.018864
5	1.260002	0.126918	0.254616	0.126918
6	1.260002	1.340918	1.305336	1.340917
7	1.260002	0.360354	0.357614	0.360354
8	1.260002	1.083944	0.945377	1.083944
9	1.260002	1.338008	1.284258	1.338008
10	1.260002	1.035285	1.187192	1.035285
1	1.280002	1.381826	1.397825	1.381826
2	1.280002	0.742160	0.726513	0.742160
3	1.280002	1.571724	1.342058	1.571724
4	1.280002	1.018864	1.199210	1.018864
5	1.280002	0.126918	0.254616	0.126918
6	1.280002	1.340918	1.305336	1.340917
7	1.280002	0.360354	0.357614	0.360354
8	1.280002	1.083944	0.945377	1.083944
9	1.280002	1.338008	1.284258	1.338008
10	1.280002	1.035285	1.187192	1.035285
1	1.300002	1.381826	1.397825	1.381826
2	1.300002	0.742160	0.726513	0.742160
3	1.300002	1.571724	1.342058	1.571724
4	1.300002	1.018864	1.199210	1.018864
5	1.300002	0.126918	0.254616	0.126918
6	1.300002	1.340918	1.305336	1.340917
7	1.300002	0.360354	0.357614	0.360354
8	1.300002	1.083944	0.945377	1.083944
9	1.300002	1.338008	1.284258	1.338008
10	1.300002	1.035285	1.187192	1.035285
1	1.320002	1.381826	1.397825	1.381826
2	1.320002	0.742160	0.726513	0.742160
3	1.320002	1.571724	1.342058	1.571724
4	1.320002	1.018864	1.199210	1.018864
5	1.320002	0.126918	0.254616	0.126918
6	1.320002	1.340918	1.305336	1.340917
7	1.320002	0.360354	0.357614	0.360354
8	1.320002	1.083944	0.945377	1.083944
9	1.320002	1.338008	1.284258	1.338008
10	1.320002	1.035285	1.187192	1.035285
1	1.340002	1.381826	1.397825	1.381826
2	1.340002	0.742160	0.726513	0.742160
3	1.340002	1.571724	1.342058	1.571724
4	1.340002	1.018864	1.199210	1.018864
5	1.340002	0.126918	0.254616	0.126918
6	1.340002	1.340917	1.305336	1.340917
7	1.340002	0.360354	0.357614	0.360354
8	1.340002	1.083944	0.945377	1.083944
9	1.340002	1.338008	1.284258	1.338008
10	1.340002	1.035285	1.187192	1.035285
1	1.360002	1.381826	1.397825	1.381826
2	1.360002	0.742160	0.726513	0.742160
3	1.360002	1.571724	1.342058	1.571724
4	1.360002	1.018864	1.199210	1.018864
5	1.360002	0.126918	0.254616	0.126918
6	1.360002	1.340917	1.305336	1.340917
7	1.360002	0.360354	0.357614	0.360354
8	1.360002	1.083944	0.945377	1.083944
9	1.360002	1.338008	1.284258	1.338008
10	1.360002	1.035285	1.187192	1.035285
1	1.380002	1.381826	1.397825	1.381826
2	1.380002	0.742160	0.726513	0.742160
3	1.380002	1.571724	1.342058	1.571724
4	1.380002	1.018864	1.199210	1.018864
5	1.380002	0.126918	0.254616	0.126918
6	1.380002	1.340917	1.305336	1.340917
7	1.380002	0.360354	0.357614	0.360354
8	1.380002	1.083944	0.945377	1.083944
9	1.380002	1.338008	1.284258	1.338008
10	1.380002	1.035285	1.187192	1.035285
1	1.400002	1.381826	1.397825	1.381826
2	1.400002	0.742160	0.726513	0.742160
3	1.400002	1.571724	1.342058	1.571724
4	1.400002	1.018864	1.199210	1.018864
5	1.400002	0.126918	0.254616	0.126918
6	1.400002	1.340917	1.305336	1.340917
7	1.400002	0.360354	0.357614	0.360354
8	1.400002	1.083944	0.945377	1.083944
9	1.400002	1.338008	1.284258	1.338008
10	1.400002	1.035285	1.187192	1.035285
1	1.420002	1.381826	1.397825	1.381826
2	1.420002	0.742160	0.726513	0.742160
3	1.420002	1.571724	1.342058	1.571724
4	1.420002	1.018864	1.199210	1.018864
5	1.420002	0.126918	0.254616	0.126918
6	1.420002	1.340917	1.305336	1.340917
7	1.420002	0.360354	0.357614	0.360354
8	1.420002	1.083944	0.945377	1.083944
9	1.420002	1.338008	1.284258	1.338008
10	1.420002	1.035285	1.187192	1.035285
1	1.440002	1.381826	1.397825	1.381826
2	1.440002	0.742160	0.726513	0.742160
3	1.440002	1.571724	1.342058	1.571724
4	1.440002	1.018864	1.199210	1.018864
5	1.440002	0.126918	0.254616	0.126918
6	1.440002	1.340917	1.305336	1.340917
7	1.440002	0.360354	0.357614	0.360354
8	1.440002	1.083944	0.945377	1.083944
9	1.440002	1.338008	1.284258	1.338008
10	1.440002	1.035285	1.187192	1.035285
1	1.460002	1.381826	1.397825	1.381826
2	1.460002	0.742160	0.726513	0.742160
3	1.460002	1.571724	1.342058	1.571724
4	1.460002	1.018864	1.199210	1.018864
5	1.460002	0.126918	0.254616	0.126918
6	1.460002	1.340917	1.305336	1.340917
7	1.460002	0.360354	0.357614	0.360354
8	1.460002	1.083944	0.945377	1.083944
9	1.460002	1.338008	1.284258	1.338008
10	1.460002	1.035285	1.187192	1.035285
1	1.480002	1.381826	1.397825	1.381826
2	1.480002	0.742160	0.726513	0.742160
3	1.480002	1.571724	1.342058	1.571724
4	1.480002	1.018864	1.199210	1.018864
5	1.480002	0.126918	0.254616	0.126918
6	1.480002	1.340917	1.305336	1.340917
7	1.480002	0.360354	0.357614	0.360354
8	1.480002	1.083944	0.945377	1.083944
9	1.480002	1.338008	1.284258	1.338008
10	1.480002	1.035285	1.187192	1.035285
1	1.500002	1.381826	1.397825	1.381826
2	1.500002	0.742160	0.726513	0.742160
3	1.500002	1.571724	1.342058	1.571724
4	1.500002	1.018864	1.199210	1.018864
5	1.500002	0.126918	0.254616	0.126918
6	1.500002	1.340917	1.305336	1.340917
7	1.500002	0.360354	0.357614	0.360354
8	1.500002	1.083944	0.945377	1.083944
9	1.500002	1.338008	1.284258	1.338008
10	1.500002	1.035285	1.187192	1.035285
1	1.520002	1.381826	1.397825	1.381826
2	1.520002	0.742160	0.726513	0.742160
3	1.520002	1.571724	1.342058	1.571724
4	1.520002	1.018864	1.199210	1.018864
5	1.520002	0.126918	0.254616	0.126918
6	1.520002	1.340917	1.305336	1.340917
7	1.520002	0.360354	0.357614	0.360354
8	1.520002	1.083944	0.945377	1.083944
9	1.520002	1.338008	1.284258	1.338008
10	1.520002	1.035285	1.187192	1.035285
1	1.540002	1.381826	1.397825	1.381826
2	1.540002	0.742160	0.726513	0.742160
3	1.540002	1.571724	1.342058	1.571724
4	1.540002	1.018864	1.199210	1.018864
5	1.540002	0.126918	0.254616	0.126918
6	1.540002	1.340917	1.305336	1.340917
7	1.540002	0.360354	0.357614	0.360354
8	1.540002	1.083944	0.945377	1.083944
9	1.540002	1.338008	1.284258	1.338008
10	1.540002	1.035285	1.187192	1.035285
1	1.560002	1.381826	1.397825	1.381826
2	1.560002	0.742160	0.726513	0.742160
3	1.560002	1.571724	1.342058	1.571724
4	1.560002	1.018864	1.199210	1.018864
5	1.560002	0.126918	0.254616	0.126918
6	1.560002	1.340917	1.305336	1.340917
7	1.560002	0.360354	0.357614	0.360354
8	1.560002	1.083944	0.945377	1.083944
9	1.560002	1.338008	1.284258	1.338008
10	1.560002	1.035285	1.187192	1.035285
1	1.580002	1.381826	1.397825	1.381826
2	1.580002	0.742160	0.726513	0.742160
3	1.580002	1.571724	1.342058	1.571724
4	1.580002	1.018864	1.199210	1.018864
5	1.580002	0.126918	0.254616	0.126918
6	1.580002	1.340917	1.305336	1.340917
7	1.580002	0.360354	0.357614	0.360354
8	1.580002	1.083944	0.945377	1.083944
9	1.580002	1.338008	1.284258	1.338008
10	1.580002	1.035285	1.187192	1.035285
1	1.600002	1.381826	1.397825	1.381826
2	1.600002	0.742160	0.726513	0.742160
3	1.600002	1.571724	1.342058	1.571724
4	1.600002	1.018864	1.199210	1.018864
5	1.600002	0.126918	0.254616	0.126918
6	1.600002	1.340917	1.305336	1.340917
7	1.600002	0.360354	0.357614	0.360354
8	1.600002	1.083944	0.945377	1.083944
9	1.600002	1.338008	1.284258	1.338008
10	1.600002	1.035285	1.187192	1.035285
1	1.620002	1.381826	1.397825	1.381826
2	1.620002	0.742160	0.726513	0.742160
3	1.620002	1.571724	1.342058	1.571724
4	1.620002	1.018864	1.199210	1.018864
5	1.620002	0.126918	0.254616	0.126918
6	1.620002	1.340917	1.305336	1.340917
7	1.620002	0.360354	0.357614	0.360354
8	1.620002	1.083944	0.945377	1.083944
9	1.620002	1.338008	1.284258	1.338008
10	1.620002	1.035285	1.187192	1.035285
1	1.640002	1.381826	1.397825	1.381826
2	1.640002	0.742160	0.726513	0.742160
3	1.640002	1.571724	1.342058	1.571724
4	1.640002	1.018864	1.199210	1.018864
5	1.640002	0.126918	0.254616	0.126918
6	1.640002	1.340917	1.305336	1.340917
7	1.640002	0.360354	0.357614	0.360354
8	1.640002	1.083944	0.945377	1.083944
9	1.640002	1.338008	1.284258	1.338008
10	1.640002	1.035285	1.187192	1.035285
1	1.660002	1.381826	1.397825	1.381826
2	1.660002	0.742160	0.726513	0.742160
3	1.660002	1.571724	1.342058	1.571724
4	1.660002	1.018864	1.199210	1.018864
5	1.660002	0.126918	0.254616	0.126918
6	1.660002	1.340917	1.305336	1.340917
7	1.660002	0.360354	0.357614	0.360354
8	1.660002	1.083944	0.945377	1.083944
9	1.660002	1.338008	1.284258	1.338008
10	1.660002	1.035285	1.187192	1.035285
1	1.680002	1.381826	1.397825	1.381826
2	1.680002	0.742160	0.726513	0.742160
3	1.680002	1.571724	1.342058	1.571724
4	1.680002	1.018864	1.199210	1.018864
5	1.680002	0.126918	0.254616	0.126918
6	1.680002	1.340917	1.305336	1.340917
7	1.680002	0.360354	0.357614	0.360354
8	1.680002	1.083944	0.945377	1.083944
9	1.680002	1.338008	1.284258	1.338008
10	1.680002	1.035285	1.187192	1.035285
1	1.700002	1.381826	1.397825	1.381826
2	1.700002	0.742160	0.726513	0.742160
3	1.700002	1.571724	1.342058	1.571724
4	1.700002	1.018864	1.199210	1.018864
5	1.700002	0.126918	0.254616	0.126918
6	1.700002	1.340917	1.305336	1.340917
7	1.700002	0.360354	0.357614	0.360354
8	1.700002	1.083944	0.945377	1.083944
9	1.700002	1.338008	1.284258	1.338008
10	1.700002	1.035285	1.187192	1.035285
1	1.720002	1.381826	1.397825	1.381826
2	1.720002	0.742160	0.726513	0.742160
3	1.720002	1.571724	1.342058	1.571724
4	1.720002	1.018864	1.199210	1.018864
5	1.720002	0.126918	0.254616	0.126918
6	1.720002	1.340917	1.305336	1.340917
7	1.720002	0.360354	0.357614	0.360354
8	1.720002	1.083944	0.945377	1.083944
9	1.720002	1.338008	1.284258	1.338008
10	1.720002	1.035285	1.187192	1.035285
1	1.740002	1.381826	1.397825	1.381826
2	1.740002	0.742160	0.726513	0.742160
3	1.740002	1.571724	1.342058	1.571724
4	1.740002	1.018864	1.199210	1.018864
5	1.740002	0.126918	0.254616	0.126918
6	1.740002	1.340917	1.305336	1.340917
7	1.740002	0.360354	0.357614	0.360354
8	1.740002	1.083944	0.945377	1.083944
9	1.740002	1.338008	1.284258	1.338008
10	1.740002	1.035285	1.187192	1.035285
1	1.760002	1.381826	1.397825	1.381826
2	1.760002	0.742160	0.726513	0.742160
3	1.760002	1.571724	1.342058	1.571724
4	1.760002	1.018864	1.199210	1.018864
5	1.760002	0.126918	0.254616	0.126918
6	1.760002	1.340917	1.305336	1.340917
7	1.760002	0.360354	0.357614	0.360354
8	1.760002	1.083944	0.945377	1.083944
9	1.760002	1.338008	1.284258	1.338008
10	1.760002	1.035285	1.187192	1.035285
1	1.780002	1.381826	1.397825	1.381826
2	1.780002	0.742160	0.726513	0.742160
3	1.780002	1.571724	1.342058	1.571724
4	1.780002	1.018864	1.199210	1.018864
5	1.780002	0.126918	0.254616	0.126918
6	1.780002	1.340917	1.305336	1.340917
7	1.780002	0.360354	0.357614	0.360354
8	1.780002	1.083944	0.945377	1.083944
9	1.780002	1.338008	1.284258	1.338008
10	1.780002	1.035285	1.187192	1.035285
1	1.800002	1.381826	1.397825	1.381826
2	1.800002	0.742160	0.726513	0.742160
3	1.800002	1.571724	1.342058	1.571724
4	1.800002	1.018864	1.199210	1.018864
5	1.800002	0.126918	0.254616	0.126918
6	1.800002	1.340917	1.305336	1.340917
7	1.800002	0.360354	0.357614	0.360354
8	1.800002	1.083944	0.945377	1.083944
9	1.800002	1.338008	1.284258	1.338008
10	1.800002	1.035285	1.187192	1.035285
1	1.820002	1.381826	1.397825	1.381826
2	1.820002	0.742160	0.726513	0.742160
3	1.820002	1.571724	1.342058	1.571724
4	1.820002	1.018864	1.199210	1.018864
5	1.820002	0.126918	0.254616	0.126918
6	1.820002	1.340917	1.305336	1.340917
7	1.820002	0.360354	0.357614	0.360354
8	1.820002	1.083944	0.945377	1.083944
9	1.820002	1.338008	1.284258	1.338008
10	1.820002	1.035285	1.187192	1.035285
1	1.840002	1.381826	1.397825	1.381826
2	1.840002	0.742160	0.726513	0.742160
3	1.840002	1.571724	1.342058	1.571724
4	1.840002	1.018864	1.199210	1.018864
5	1.840002	0.126918	0.254616	0.126918
6	1.840002	1.340917	1.305336	1.340917
7	1.840002	0.360354	0.357614	0.360354
8	1.840002	1.083944	0.945377	1.083944
9	1.840002	1.338008	1.284258	1.338008
10	1.840002	1.035285	1.187192	1.035285
1	1.860002	1.381826	1.397825	1.381826
2	1.860002	0.742160	0.726513	0.742160
3	1.860002	1.571724	1.342058	1.571724
4	1.860002	1.018864	1.199210	1.018864
5	1.860002	0.126918	0.254616	0.126918
6	1.860002	1.340917	1.305336	1.340917
7	1.860002	0.360354	0.357614	0.360354
8	1.860002	1.083944	0.945377	1.083944
9	1.860002	1.338008	1.284258	1.338008
10	1.860002	1.035285	1.187192	1.035285
1	1.880002	1.381826	1.397825	1.381826
2	1.880002	0.742160	0.726513	0.742160
3	1.880002	1.571724	1.342058	1.571724
4	1.880002	1.018864	1.199210	1.018864
5	1.880002	0.126918	0.254616	0.126918
6	1.880002	1.340917	1.305336	1.340917
7	1.880002	0.360354	0.357614	0.360354
8	1.880002	1.083944	0.945377	1.083944
9	1.880002	1.338008	1.284258	1.338008
10	1.880002	1.035285	1.187192	1.035285
1	1.900002	1.381826	1.397825	1.381826
2	1.900002	0.742160	0.726513	0.742160
3	1.900002	1.571724	1.342058	1.571724
4	1.900002	1.018864	1.199210	1.018864
5	1.900002	0.126918	0.254616	0.126918
6	1.900002	1.340917	1.305336	1.340917
7	1.900002	0.360354	0.357614	0.360354
8	1.900002	1.083944	0.945377	1.083944
9	1.900002	1.338008	1.284258	1.338008
10	1.900002	1.035285	1.187192	1.035285
1	1.920002	1.381826	1.397825	1.381826
2	1.920002	0.742160	0.726513	0.742160
3	1.920002	1.571724	1.342058	1.571724
4	1.920002	1.018864	1.199210	1.018864
5	1.920002	0.126918	0.254616	0.126918
6	1.920002	1.340917	1.305336	1.340917
7	1.920002	0.360354	0.357614	0.360354
8	1.920002	1.083944	0.945377	1.083944
9	1.920002	1.338008	1.284258	1.338008
10	1.920002	1.035285	1.187192	1.035285
1	1.940002	1.381826	1.397825	1.381826
2	1.940002	0.742160	0.726513	0.742160
3	1.940002	1.571724	1.342058	1.571724
4	1.940002	1.018864	1.199210	1.018864
5	1.940002	0.126918	0.254616	0.126918
6	1.940002	1.340917	1.305336	1.340917
7	1.940002	0.360354	0.357614	0.360354
8	1.940002	1.083944	0.945377	1.083944
9	1.940002	1.338008	1.284258	1.338008
10	1.940002	1.035285	1.187192	1.035285
1	1.960002	1.381826	1.397825	1.381826
2	1.960002	0.742160	0.726513	0.742160
3	1.960002	1.571724	1.342058	1.571724
4	1.960002	1.018864	1.199210	1.018864
5	1.960002	0.126918	0.254616	0.126918
6	1.960002	1.340917	1.305336	1.340917
7	1.960002	0.360354	0.357614	0.360354
8	1.960002	1.083944	0.945377	1.083944
9	1.960002	1.338008	1.284258	1.338008
10	1.960002	1.035285	1.187192	1.035285
1	1.980002	1.381826	1.397825	1.381826
2	1.980002	0.742160	0.726513	0.742160
3	1.980002	1.571724	1.342058	1.571724
4	1.980002	1.018864	1.199210	1.018864
5	1.980002	0.126918	0.254616	0.126918
6	1.980002	1.340917	1.305336	1.340917
7	1.980002	0.360354	0.357614	0.360354
8	1.980002	1.083944	0.945377	1.083944
9	1.980002	1.338008	1.284258	1.338008
10	1.980002	1.035285	1.187192	1.035285
