site	time	r_tilde_ms	r_tilde_ms_small_t	r_tilde_jc	true_r_jc
5	1.940002	1.2676797323	1.2753084012	1.0114717881	1.0114717881
5	1.960002	1.2676778046	1.2753084012	1.0114717881	1.0114717881
5	1.980002	1.2676760440	1.2753084012	1.0114717881	1.0114717881
6	0.000002	0.2031482186	0.2031510900	0.3396828768	0.3396828770
6	0.020002	0.1773745956	0.2031510900	0.3396828770	0.3396828770
6	0.040002	0.1567211496	0.2031510900	0.3396828770	0.3396828770
6	0.060002	0.1401464322	0.2031510900	0.3396828770	0.3396828770
6	0.080002	0.1267850269	0.2031510900	0.3396828770	0.3396828770
6	0.100002	0.1159515353	0.2031510900	0.3396828770	0.3396828770
6	0.120002	0.1071169528	0.2031510900	0.3396828770	0.3396828770
6	0.140002	0.0998784168	0.2031510900	0.3396828770	0.3396828770
6	0.160002	0.0939307422	0.2031510900	0.3396828770	0.3396828770
6	0.180002	0.0890423667	0.2031510900	0.3396828770	0.3396828770
6	0.200002	0.0850359515	0.2031510900	0.3396828770	0.3396828770
6	0.220002	0.0817730930	0.2031510900	0.3396828770	0.3396828770
6	0.240002	0.0791425004	0.2031510900	0.3396828770	0.3396828770
6	0.260002	0.0770511348	0.2031510900	0.3396828770	0.3396828770
6	0.280002	0.0754179683	0.2031510900	0.3396828770	0.3396828770
6	0.300002	0.0741701141	0.2031510900	0.3396828770	0.3396828770
6	0.320002	0.0732410146	0.2031510900	0.3396828770	0.3396828770
6	0.340002	0.0725701773	0.2031510900	0.3396828770	0.3396828770
6	0.360002	0.0721037481	0.2031510900	0.3396828770	0.3396828770
6	0.380002	0.0717952029	0.2031510900	0.3396828770	0.3396828770
6	0.400002	0.0716056576	0.2031510900	0.3396828770	0.3396828770
6	0.420002	0.0715036301	0.2031510900	0.3396828770	0.3396828770
6	0.440002	0.0714643418	0.2031510900	0.3396828770	0.3396828770
6	0.460002	0.0714687585	0.2031510900	0.3396828770	0.3396828770
6	0.480002	0.0715025592	0.2031510900	0.3396828770	0.3396828770
6	0.500002	0.0715551659	0.2031510900	0.3396828770	0.3396828770
6	0.520002	0.0716188987	0.2031510900	0.3396828770	0.3396828770
6	0.540002	0.0716882800	0.2031510900	0.3396828770	0.3396828770
6	0.560002	0.0717594803	0.2031510900	0.3396828770	0.3396828770
6	0.580002	0.0718298880	0.2031510900	0.3396828770	0.3396828770
6	0.600002	0.0718977821	0.2031510900	0.3396828770	0.3396828770
6	0.620002	0.0719620846	0.2031510900	0.3396828770	0.3396828770
6	0.640002	0.0720221773	0.2031510900	0.3396828770	0.3396828770
6	0.660002	0.0720777654	0.2031510900	0.3396828770	0.3396828770
6	0.680002	0.0721287782	0.2031510900	0.3396828770	0.3396828770
6	0.700002	0.0721752957	0.2031510900	0.3396828770	0.3396828770
6	0.720002	0.0722174969	0.2031510900	0.3396828770	0.3396828770
6	0.740002	0.0722556210	0.2031510900	0.3396828770	0.3396828770
6	0.760002	0.0722899414	0.2031510900	0.3396828770	0.3396828770
6	0.780002	0.0723207466	0.2031510900	0.3396828770	0.3396828770
6	0.800002	0.0723483271	0.2031510900	0.3396828770	0.3396828770
6	0.820002	0.0723729670	0.2031510900	0.3396828770	0.3396828770
6	0.840002	0.0723949381	0.2031510900	0.3396828770	0.3396828770
6	0.860002	0.0724144967	0.2031510900	0.3396828770	0.3396828770
6	0.880002	0.0724318816	0.2031510900	0.3396828770	0.3396828770
6	0.900002	0.0724473132	0.2031510900	0.3396828770	0.3396828770
6	0.920002	0.0724609939	0.2031510900	0.3396828770	0.3396828770
6	0.940002	0.0724731082	0.2031510900	0.3396828770	0.3396828770
6	0.960002	0.0724838235	0.2031510900	0.3396828770	0.3396828770
6	0.980002	0.0724932914	0.2031510900	0.3396828770	0.3396828770
6	1.000002	0.0725016485	0.2031510900	0.3396828770	0.3396828770
6	1.020002	0.0725090175	0.2031510900	0.3396828770	0.3396828770
6	1.040002	0.0725155089	0.2031510900	0.3396828770	0.3396828770
6	1.060002	0.0725212213	0.2031510900	0.3396828770	0.3396828770
6	1.080002	0.0725262431	0.2031510900	0.3396828770	0.3396828770
6	1.100002	0.0725306531	0.2031510900	0.3396828770	0.3396828770
6	1.120002	0.0725345217	0.2031510900	0.3396828770	0.3396828770
6	1.140002	0.0725379114	0.2031510900	0.3396828770	0.3396828770
6	1.160002	0.0725408781	0.2031510900	0.3396828770	0.3396828770
6	1.180002	0.0725434713	0.2031510900	0.3396828770	0.3396828770
6	1.200002	0.0725457350	0.2031510900	0.3396828770	0.3396828770
6	1.220002	0.0725477084	0.2031510900	0.3396828770	0.3396828770
6	1.240002	0.0725494260	0.2031510900	0.3396828770	0.3396828770
6	1.260002	0.0725509187	0.2031510900	0.3396828770	0.3396828770
6	1.280002	0.0725522135	0.2031510900	0.3396828770	0.3396828770
6	1.300002	0.0725533346	0.2031510900	0.3396828770	0.3396828770
6	1.320002	0.0725543033	0.2031510900	0.3396828770	0.3396828770
6	1.340002	0.0725551384	0.2031510900	0.3396828770	0.3396828770
6	1.360002	0.0725558564	0.2031510900	0.3396828770	0.3396828770
6	1.380002	0.0725564722	0.2031510900	0.3396828770	0.3396828770
6	1.400002	0.0725569986	0.2031510900	0.3396828770	0.3396828770
6	1.420002	0.0725574471	0.2031510900	0.3396828770	0.3396828770
6	1.440002	0.0725578276	0.2031510900	0.3396828770	0.3396828770
6	1.460002	0.0725581490	0.2031510900	0.3396828770	0.3396828770
6	1.480002	0.0725584192	0.2031510900	0.3396828770	0.3396828770
6	1.500002	0.0725586448	0.2031510900	0.3396828770	0.3396828770
6	1.520002	0.0725588320	0.2031510900	0.3396828770	0.3396828770
6	1.540002	0.0725589859	0.2031510900	0.3396828770	0.3396828770
6	1.560002	0.0725591112	0.2031510900	0.3396828770	0.3396828770
6	1.580002	0.0725592120	0.2031510900	0.3396828770	0.3396828770
6	1.600002	0.0725592916	0.2031510900	0.3396828770	0.3396828770
6	1.620002	0.0725593533	0.2031510900	0.3396828770	0.3396828770
6	1.640002	0.0725593996	0.2031510900	0.3396828770	0.3396828770
6	1.660002	0.0725594330	0.2031510900	0.3396828770	0.3396828770
6	1.680002	0.0725594555	0.2031510900	0.3396828770	0.3396828770
6	1.700002	0.0725594687	0.2031510900	0.3396828770	0.3396828770
6	1.720002	0.0725594743	0.2031510900	0.3396828770	0.3396828770
6	1.740002	0.0725594735	0.2031510900	0.3396828770	0.3396828770
6	1.760002	0.0725594676	0.2031510900	0.3396828770	0.3396828770
6	1.780002	0.0725594574	0.2031510900	0.3396828770	0.3396828770
6	1.800002	0.0725594439	0.2031510900	0.3396828770	0.3396828770
6	1.820002	0.0725594277	0.2031510900	0.3396828770	0.3396828770
6	1.840002	0.0725594095	0.2031510900	0.3396828770	0.3396828770
6	1.860002	0.0725593897	0.2031510900	0.3396828770	0.3396828770
6	1.880002	0.0725593689	0.2031510900	0.3396828770	0.3396828770
6	1.900002	0.0725593473	0.2031510900	0.3396828770	0.3396828770
6	1.920002	0.0725593254	0.2031510900	0.3396828770	0.3396828770
6	1.940002	0.0725593033	0.2031510900	0.3396828770	0.3396828770
6	1.960002	0.0725592814	0.2031510900	0.3396828770	0.3396828770
6	1.980002	0.0725592596	0.2031510900	0.3396828770	0.3396828770
7	0.000002	1.3208474185	1.3208456645	0.8690010668	0.8690010669
7	0.020002	1.3366386820	1.3208456645	0.8690010669	0.8690010669
7	0.040002	1.3495358416	1.3208456645	0.8690010669	0.8690010669
7	0.060002	1.3602410463	1.3208456645	0.8690010669	0.8690010669
7	0.080002	1.3692397491	1.3208456645	0.8690010669	0.8690010669
7	0.100002	1.3768515385	1.3208456645	0.8690010669	0.8690010669
7	0.120002	1.3832708348	1.3208456645	0.8690010669	0.8690010669
7	0.140002	1.3886007591	1.3208456645	0.8690010669	0.8690010669
7	0.160002	1.3928830572	1.3208456645	0.8690010669	0.8690010669
7	0.180002	1.3961267050	1.3208456645	0.8690010669	0.8690010669
7	0.200002	1.3983363359	1.3208456645	0.8690010669	0.8690010669
7	0.220002	1.3995388006	1.3208456645	0.8690010669	0.8690010669
7	0.240002	1.3998029191	1.3208456645	0.8690010669	0.8690010669
7	0.260002	1.3992461144	1.3208456645	0.8690010669	0.8690010669
7	0.280002	1.3980245461	1.3208456645	0.8690010669	0.8690010669
7	0.300002	1.3963103074	1.3208456645	0.8690010669	0.8690010669
7	0.320002	1.3942656872	1.3208456645	0.8690010669	0.8690010669
7	0.340002	1.3920250203	1.3208456645	0.8690010669	0.8690010669
7	0.360002	1.3896887612	1.3208456645	0.8690010669	0.8690010669
7	0.380002	1.3873273127	1.3208456645	0.8690010669	0.8690010669
7	0.400002	1.3849889304	1.3208456645	0.8690010669	0.8690010669
7	0.420002	1.3827071523	1.3208456645	0.8690010669	0.8690010669
7	0.440002	1.3805059073	1.3208456645	0.8690010669	0.8690010669
7	0.460002	1.3784024212	1.3208456645	0.8690010669	0.8690010669
7	0.480002	1.3764087343	1.3208456645	0.8690010669	0.8690010669
7	0.500002	1.3745325655	1.3208456645	0.8690010669	0.8690010669
7	0.520002	1.3727779542	1.3208456645	0.8690010669	0.8690010669
7	0.540002	1.3711458571	1.3208456645	0.8690010669	0.8690010669
7	0.560002	1.3696347397	1.3208456645	0.8690010669	0.8690010669
7	0.580002	1.3682411432	1.3208456645	0.8690010669	0.8690010669
7	0.600002	1.3669602020	1.3208456645	0.8690010669	0.8690010669
7	0.620002	1.3657860914	1.3208456645	0.8690010669	0.8690010669
7	0.640002	1.3647123984	1.3208456645	0.8690010669	0.8690010669
7	0.660002	1.3637324171	1.3208456645	0.8690010669	0.8690010669
7	0.680002	1.3628393753	1.3208456645	0.8690010669	0.8690010669
7	0.700002	1.3620266016	1.3208456645	0.8690010669	0.8690010669
7	0.720002	1.3612876452	1.3208456645	0.8690010669	0.8690010669
7	0.740002	1.3606163549	1.3208456645	0.8690010669	0.8690010669
7	0.760002	1.3600069298	1.3208456645	0.8690010669	0.8690010669
7	0.780002	1.3594539457	1.3208456645	0.8690010669	0.8690010669
7	0.800002	1.3589523652	1.3208456645	0.8690010669	0.8690010669
7	0.820002	1.3584975356	1.3208456645	0.8690010669	0.8690010669
7	0.840002	1.3580851784	1.3208456645	0.8690010669	0.8690010669
7	0.860002	1.3577113728	1.3208456645	0.8690010669	0.8690010669
7	0.880002	1.3573725360	1.3208456645	0.8690010669	0.8690010669
7	0.900002	1.3570654016	1.3208456645	0.8690010669	0.8690010669
7	0.920002	1.3567869969	1.3208456645	0.8690010669	0.8690010669
7	0.940002	1.3565346206	1.3208456645	0.8690010669	0.8690010669
7	0.960002	1.3563058206	1.3208456645	0.8690010669	0.8690010669
7	0.980002	1.3560983735	1.3208456645	0.8690010669	0.8690010669
7	1.000002	1.3559102641	1.3208456645	0.8690010669	0.8690010669
7	1.020002	1.3557396673	1.3208456645	0.8690010669	0.8690010669
7	1.040002	1.3555849307	1.3208456645	0.8690010669	0.8690010669
7	1.060002	1.3554445585	1.3208456645	0.8690010669	0.8690010669
7	1.080002	1.3553171974	1.3208456645	0.8690010669	0.8690010669
7	1.100002	1.3552016225	1.3208456645	0.8690010669	0.8690010669
7	1.120002	1.3550967259	1.3208456645	0.8690010669	0.8690010669
7	1.140002	1.3550015049	1.3208456645	0.8690010669	0.8690010669
7	1.160002	1.3549150525	1.3208456645	0.8690010669	0.8690010669
7	1.180002	1.3548365477	1.3208456645	0.8690010669	0.8690010669
7	1.200002	1.3547652479	1.3208456645	0.8690010669	0.8690010669
7	1.220002	1.3547004806	1.3208456645	0.8690010669	0.8690010669
7	1.240002	1.3546416375	1.3208456645	0.8690010669	0.8690010669
7	1.260002	1.3545881675	1.3208456645	0.8690010669	0.8690010669
7	1.280002	1.3545395718	1.3208456645	0.8690010669	0.8690010669
7	1.300002	1.3544953987	1.3208456645	0.8690010669	0.8690010669
7	1.320002	1.3544552391	1.3208456645	0.8690010669	0.8690010669
7	1.340002	1.3544187222	1.3208456645	0.8690010669	0.8690010669
7	1.360002	1.3543855123	1.3208456645	0.8690010669	0.8690010669
7	1.380002	1.3543553049	1.3208456645	0.8690010669	0.8690010669
7	1.400002	1.3543278243	1.3208456645	0.8690010669	0.8690010669
7	1.420002	1.3543028204	1.3208456645	0.8690010669	0.8690010669
7	1.440002	1.3542800663	1.3208456645	0.8690010669	0.8690010669
7	1.460002	1.3542593564	1.3208456645	0.8690010669	0.8690010669
7	1.480002	1.3542405042	1.3208456645	0.8690010669	0.8690010669
7	1.500002	1.3542233405	1.3208456645	0.8690010669	0.8690010669
7	1.520002	1.3542077117	1.3208456645	0.8690010669	0.8690010669
7	1.540002	1.3541934784	1.3208456645	0.8690010669	0.8690010669
7	1.560002	1.3541805142	1.3208456645	0.8690010669	0.8690010669
7	1.580002	1.3541687041	1.3208456645	0.8690010669	0.8690010669
7	1.600002	1.3541579440	1.3208456645	0.8690010669	0.8690010669
7	1.620002	1.3541481390	1.3208456645	0.8690010669	0.8690010669
7	1.640002	1.3541392032	1.3208456645	0.8690010669	0.8690010669
7	1.660002	1.3541310584	1.3208456645	0.8690010669	0.8690010669
7	1.680002	1.3541236335	1.3208456645	0.8690010669	0.8690010669
7	1.700002	1.3541168641	1.3208456645	0.8690010669	0.8690010669
7	1.720002	1.3541106915	1.3208456645	0.8690010669	0.8690010669
7	1.740002	1.3541050623	1.3208456645	0.8690010669	0.8690010669
7	1.760002	1.3540999279	1.3208456645	0.8690010669	0.8690010669
7	1.780002	1.3540952445	1.3208456645	0.8690010669	0.8690010669
7	1.800002	1.3540909717	1.3208456645	0.8690010669	0.8690010669
7	1.820002	1.3540870731	1.3208456645	0.8690010669	0.8690010669
7	1.840002	1.3540835155	1.3208456645	0.8690010669	0.8690010669
7	1.860002	1.3540802687	1.3208456645	0.8690010669	0.8690010669
7	1.880002	1.3540773052	1.3208456645	0.8690010669	0.8690010669
7	1.900002	1.3540746000	1.3208456645	0.8690010669	0.8690010669
7	1.920002	1.3540721303	1.3208456645	0.8690010669	0.8690010669
7	1.940002	1.3540698752	1.3208456645	0.8690010669	0.8690010669
7	1.960002	1.3540678160	1.3208456645	0.8690010669	0.8690010669
7	1.980002	1.3540659354	1.3208456645	0.8690010669	0.8690010669
8	0.000002	0.4408584539	0.4408606531	0.0472070304	0.0472070305
8	0.020002	0.4216918843	0.4408606531	0.0472070305	0.0472070305
8	0.040002	0.4071169552	0.4408606531	0.0472070305	0.0472070305
8	0.060002	0.3959009968	0.4408606531	0.0472070305	0.0472070305
8	0.080002	0.3871864251	0.4408606531	0.0472070305	0.0472070305
8	0.100002	0.3803927042	0.4408606531	0.0472070305	0.0472070305
8	0.120002	0.3751395469	0.4408606531	0.0472070305	0.0472070305
8	0.140002	0.3711889702	0.4408606531	0.0472070305	0.0472070305
8	0.160002	0.3684021249	0.4408606531	0.0472070305	0.0472070305
8	0.180002	0.3667062687	0.4408606531	0.0472070305	0.0472070305
8	0.200002	0.3660681821	0.4408606531	0.0472070305	0.0472070305
8	0.220002	0.3664717347	0.4408606531	0.0472070305	0.0472070305
8	0.240002	0.3678987347	0.4408606531	0.0472070305	0.0472070305
8	0.260002	0.3703134210	0.4408606531	0.0472070305	0.0472070305
8	0.280002	0.3736518117	0.4408606531	0.0472070305	0.0472070305
8	0.300002	0.3778173539	0.4408606531	0.0472070305	0.0472070305
8	0.320002	0.3826836466	0.4408606531	0.0472070305	0.0472070305
8	0.340002	0.3881034161	0.4408606531	0.0472070305	0.0472070305
8	0.360002	0.3939211211	0.4408606531	0.0472070305	0.0472070305
8	0.380002	0.3999856939	0.4408606531	0.0472070305	0.0472070305
8	0.400002	0.4061605446	0.4408606531	0.0472070305	0.0472070305
8	0.420002	0.4123295293	0.4408606531	0.0472070305	0.0472070305
8	0.440002	0.4183990787	0.4408606531	0.0472070305	0.0472070305
8	0.460002	0.4242975127	0.4408606531	0.0472070305	0.0472070305
8	0.480002	0.4299727087	0.4408606531	0.0472070305	0.0472070305
8	0.500002	0.4353890673	0.4408606531	0.0472070305	0.0472070305
8	0.520002	0.4405243933	0.4408606531	0.0472070305	0.0472070305
8	0.540002	0.4453670276	0.4408606531	0.0472070305	0.0472070305
8	0.560002	0.4499133759	0.4408606531	0.0472070305	0.0472070305
8	0.580002	0.4541658635	0.4408606531	0.0472070305	0.0472070305
8	0.600002	0.4581312913	0.4408606531	0.0472070305	0.0472070305
8	0.620002	0.4618195390	0.4408606531	0.0472070305	0.0472070305
8	0.640002	0.4652425589	0.4408606531	0.0472070305	0.0472070305
8	0.660002	0.4684136048	0.4408606531	0.0472070305	0.0472070305
8	0.680002	0.4713466479	0.4408606531	0.0472070305	0.0472070305
8	0.700002	0.4740559414	0.4408606531	0.0472070305	0.0472070305
8	0.720002	0.4765556984	0.4408606531	0.0472070305	0.0472070305
8	0.740002	0.4788598599	0.4408606531	0.0472070305	0.0472070305
8	0.760002	0.4809819309	0.4408606531	0.0472070305	0.0472070305
8	0.780002	0.4829348688	0.4408606531	0.0472070305	0.0472070305
8	0.800002	0.4847310115	0.4408606531	0.0472070305	0.0472070305
8	0.820002	0.4863820357	0.4408606531	0.0472070305	0.0472070305
8	0.840002	0.4878989376	0.4408606531	0.0472070305	0.0472070305
8	0.860002	0.4892920305	0.4408606531	0.0472070305	0.0472070305
8	0.880002	0.4905709543	0.4408606531	0.0472070305	0.0472070305
8	0.900002	0.4917446938	0.4408606531	0.0472070305	0.0472070305
8	0.920002	0.4928216031	0.4408606531	0.0472070305	0.0472070305
8	0.940002	0.4938094339	0.4408606531	0.0472070305	0.0472070305
8	0.960002	0.4947153665	0.4408606531	0.0472070305	0.0472070305
8	0.980002	0.4955460413	0.4408606531	0.0472070305	0.0472070305
8	1.000002	0.4963075923	0.4408606531	0.0472070305	0.0472070305
8	1.020002	0.4970056785	0.4408606531	0.0472070305	0.0472070305
8	1.040002	0.4976455161	0.4408606531	0.0472070305	0.0472070305
8	1.060002	0.4982319086	0.4408606531	0.0472070305	0.0472070305
8	1.080002	0.4987692766	0.4408606531	0.0472070305	0.0472070305
8	1.100002	0.4992616854	0.4408606531	0.0472070305	0.0472070305
8	1.120002	0.4997128713	0.4408606531	0.0472070305	0.0472070305
8	1.140002	0.5001262668	0.4408606531	0.0472070305	0.0472070305
8	1.160002	0.5005050238	0.4408606531	0.0472070305	0.0472070305
8	1.180002	0.5008520354	0.4408606531	0.0472070305	0.0472070305
8	1.200002	0.5011699562	0.4408606531	0.0472070305	0.0472070305
8	1.220002	0.5014612214	0.4408606531	0.0472070305	0.0472070305
8	1.240002	0.5017280642	0.4408606531	0.0472070305	0.0472070305
8	1.260002	0.5019725321	0.4408606531	0.0472070305	0.0472070305
8	1.280002	0.5021965022	0.4408606531	0.0472070305	0.0472070305
8	1.300002	0.5024016949	0.4408606531	0.0472070305	0.0472070305
8	1.320002	0.5025896865	0.4408606531	0.0472070305	0.0472070305
8	1.340002	0.5027619218	0.4408606531	0.0472070305	0.0472070305
8	1.360002	0.5029197241	0.4408606531	0.0472070305	0.0472070305
8	1.380002	0.5030643060	0.4408606531	0.0472070305	0.0472070305
8	1.400002	0.5031967781	0.4408606531	0.0472070305	0.0472070305
8	1.420002	0.5033181578	0.4408606531	0.0472070305	0.0472070305
8	1.440002	0.5034293768	0.4408606531	0.0472070305	0.0472070305
8	1.460002	0.5035312886	0.4408606531	0.0472070305	0.0472070305
8	1.480002	0.5036246748	0.4408606531	0.0472070305	0.0472070305
8	1.500002	0.5037102514	0.4408606531	0.0472070305	0.0472070305
8	1.520002	0.5037886738	0.4408606531	0.0472070305	0.0472070305
8	1.540002	0.5038605426	0.4408606531	0.0472070305	0.0472070305
8	1.560002	0.5039264076	0.4408606531	0.0472070305	0.0472070305
8	1.580002	0.5039867724	0.4408606531	0.0472070305	0.0472070305
8	1.600002	0.5040420982	0.4408606531	0.0472070305	0.0472070305
8	1.620002	0.5040928074	0.4408606531	0.0472070305	0.0472070305
8	1.640002	0.5041392869	0.4408606531	0.0472070305	0.0472070305
8	1.660002	0.5041818909	0.4408606531	0.0472070305	0.0472070305
8	1.680002	0.5042209441	0.4408606531	0.0472070305	0.0472070305
8	1.700002	0.5042567435	0.4408606531	0.0472070305	0.0472070305
8	1.720002	0.5042895614	0.4408606531	0.0472070305	0.0472070305
8	1.740002	0.5043196473	0.4408606531	0.0472070305	0.0472070305
8	1.760002	0.5043472294	0.4408606531	0.0472070305	0.0472070305
8	1.780002	0.5043725171	0.4408606531	0.0472070305	0.0472070305
8	1.800002	0.5043957020	0.4408606531	0.0472070305	0.0472070305
8	1.820002	0.5044169597	0.4408606531	0.0472070305	0.0472070305
8	1.840002	0.5044364511	0.4408606531	0.0472070305	0.0472070305
8	1.860002	0.5044543235	0.4408606531	0.0472070305	0.0472070305
8	1.880002	0.5044707120	0.4408606531	0.0472070305	0.0472070305
8	1.900002	0.5044857402	0.4408606531	0.0472070305	0.0472070305
8	1.920002	0.5044995215	0.4408606531	0.0472070305	0.0472070305
8	1.940002	0.5045121598	0.4408606531	0.0472070305	0.0472070305
8	1.960002	0.5045237503	0.4408606531	0.0472070305	0.0472070305
8	1.980002	0.5045343801	0.4408606531	0.0472070305	0.0472070305
9	0.000002	0.8004098949	0.8004120570	1.6535907884	1.6535907883
9	0.020002	0.7792150373	0.8004120570	1.6535907883	1.6535907883
9	0.040002	0.7584739646	0.8004120570	1.6535907883	1.6535907883
9	0.060002	0.7380121239	0.8004120570	1.6535907883	1.6535907883
9	0.080002	0.7179465139	0.8004120570	1.6535907883	1.6535907883
9	0.100002	0.6985113343	0.8004120570	1.6535907883	1.6535907883
9	0.120002	0.6799778383	0.8004120570	1.6535907883	1.6535907883
9	0.140002	0.6626153476	0.8004120570	1.6535907883	1.6535907883
9	0.160002	0.6466702156	0.8004120570	1.6535907883	1.6535907883
9	0.180002	0.6323521741	0.8004120570	1.6535907883	1.6535907883
9	0.200002	0.6198233876	0.8004120570	1.6535907883	1.6535907883
9	0.220002	0.6091886281	0.8004120570	1.6535907883	1.6535907883
9	0.240002	0.6004868870	0.8004120570	1.6535907883	1.6535907883
9	0.260002	0.5936860037	0.8004120570	1.6535907883	1.6535907883
9	0.280002	0.5886825227	0.8004120570	1.6535907883	1.6535907883
9	0.300002	0.5853087885	0.8004120570	1.6535907883	1.6535907883
9	0.320002	0.5833479070	0.8004120570	1.6535907883	1.6535907883
9	0.340002	0.5825547843	0.8004120570	1.6535907883	1.6535907883
9	0.360002	0.5826791163	0.8004120570	1.6535907883	1.6535907883
9	0.380002	0.5834855059	0.8004120570	1.6535907883	1.6535907883
9	0.400002	0.5847673239	0.8004120570	1.6535907883	1.6535907883
9	0.420002	0.5863534460	0.8004120570	1.6535907883	1.6535907883
9	0.440002	0.5881090455	0.8004120570	1.6535907883	1.6535907883
9	0.460002	0.5899325137	0.8004120570	1.6535907883	1.6535907883
9	0.480002	0.5917504744	0.8004120570	1.6535907883	1.6535907883
9	0.500002	0.5935123142	0.8004120570	1.6535907883	1.6535907883
9	0.520002	0.5951850537	0.8004120570	1.6535907883	1.6535907883
9	0.540002	0.5967489414	0.8004120570	1.6535907883	1.6535907883
9	0.560002	0.5981938699	0.8004120570	1.6535907883	1.6535907883
9	0.580002	0.5995165689	0.8004120570	1.6535907883	1.6535907883
9	0.600002	0.6007184658	0.8004120570	1.6535907883	1.6535907883
9	0.620002	0.6018040902	0.8004120570	1.6535907883	1.6535907883
9	0.640002	0.6027799065	0.8004120570	1.6535907883	1.6535907883
9	0.660002	0.6036534740	0.8004120570	1.6535907883	1.6535907883
9	0.680002	0.6044328549	0.8004120570	1.6535907883	1.6535907883
9	0.700002	0.6051262048	0.8004120570	1.6535907883	1.6535907883
9	0.720002	0.6057414996	0.8004120570	1.6535907883	1.6535907883
9	0.740002	0.6062863590	0.8004120570	1.6535907883	1.6535907883
9	0.760002	0.6067679406	0.8004120570	1.6535907883	1.6535907883
9	0.780002	0.6071928832	0.8004120570	1.6535907883	1.6535907883
9	0.800002	0.6075672852	0.8004120570	1.6535907883	1.6535907883
9	0.820002	0.6078967058	0.8004120570	1.6535907883	1.6535907883
9	0.840002	0.6081861817	0.8004120570	1.6535907883	1.6535907883
9	0.860002	0.6084402542	0.8004120570	1.6535907883	1.6535907883
9	0.880002	0.6086630010	0.8004120570	1.6535907883	1.6535907883
9	0.900002	0.6088580715	0.8004120570	1.6535907883	1.6535907883
9	0.920002	0.6090287224	0.8004120570	1.6535907883	1.6535907883
9	0.940002	0.6091778532	0.8004120570	1.6535907883	1.6535907883
9	0.960002	0.6093080400	0.8004120570	1.6535907883	1.6535907883
9	0.980002	0.6094215678	0.8004120570	1.6535907883	1.6535907883
9	1.000002	0.6095204600	0.8004120570	1.6535907883	1.6535907883
9	1.020002	0.6096065060	0.8004120570	1.6535907883	1.6535907883
9	1.040002	0.6096812867	0.8004120570	1.6535907883	1.6535907883
9	1.060002	0.6097461967	0.8004120570	1.6535907883	1.6535907883
9	1.080002	0.6098024656	0.8004120570	1.6535907883	1.6535907883
9	1.100002	0.6098511763	0.8004120570	1.6535907883	1.6535907883
9	1.120002	0.6098932816	0.8004120570	1.6535907883	1.6535907883
9	1.140002	0.6099296195	0.8004120570	1.6535907883	1.6535907883
9	1.160002	0.6099609259	0.8004120570	1.6535907883	1.6535907883
9	1.180002	0.6099878473	0.8004120570	1.6535907883	1.6535907883
9	1.200002	0.6100109507	0.8004120570	1.6535907883	1.6535907883
9	1.220002	0.6100307333	0.8004120570	1.6535907883	1.6535907883
9	1.240002	0.6100476305	0.8004120570	1.6535907883	1.6535907883
9	1.260002	0.6100620237	0.8004120570	1.6535907883	1.6535907883
9	1.280002	0.6100742464	0.8004120570	1.6535907883	1.6535907883
9	1.300002	0.6100845904	0.8004120570	1.6535907883	1.6535907883
9	1.320002	0.6100933103	0.8004120570	1.6535907883	1.6535907883
9	1.340002	0.6101006285	0.8004120570	1.6535907883	1.6535907883
9	1.360002	0.6101067389	0.8004120570	1.6535907883	1.6535907883
9	1.380002	0.6101118105	0.8004120570	1.6535907883	1.6535907883
9	1.400002	0.6101159903	0.8004120570	1.6535907883	1.6535907883
9	1.420002	0.6101194063	0.8004120570	1.6535907883	1.6535907883
9	1.440002	0.6101221697	0.8004120570	1.6535907883	1.6535907883
9	1.460002	0.6101243769	0.8004120570	1.6535907883	1.6535907883
9	1.480002	0.6101261115	0.8004120570	1.6535907883	1.6535907883
9	1.500002	0.6101274459	0.8004120570	1.6535907883	1.6535907883
9	1.520002	0.6101284427	0.8004120570	1.6535907883	1.6535907883
9	1.540002	0.6101291559	0.8004120570	1.6535907883	1.6535907883
9	1.560002	0.6101296320	0.8004120570	1.6535907883	1.6535907883
9	1.580002	0.6101299112	0.8004120570	1.6535907883	1.6535907883
9	1.600002	0.6101300278	0.8004120570	1.6535907883	1.6535907883
9	1.620002	0.6101300113	0.8004120570	1.6535907883	1.6535907883
9	1.640002	0.6101298868	0.8004120570	1.6535907883	1.6535907883
9	1.660002	0.6101296760	0.8004120570	1.6535907883	1.6535907883
9	1.680002	0.6101293969	0.8004120570	1.6535907883	1.6535907883
9	1.700002	0.6101290652	0.8004120570	1.6535907883	1.6535907883
9	1.720002	0.6101286938	0.8004120570	1.6535907883	1.6535907883
9	1.740002	0.6101282937	0.8004120570	1.6535907883	1.6535907883
9	1.760002	0.6101278742	0.8004120570	1.6535907883	1.6535907883
9	1.780002	0.6101274429	0.8004120570	1.6535907883	1.6535907883
9	1.800002	0.6101270061	0.8004120570	1.6535907883	1.6535907883
9	1.820002	0.6101265690	0.8004120570	1.6535907883	1.6535907883
9	1.840002	0.6101261358	0.8004120570	1.6535907883	1.6535907883
9	1.860002	0.6101257098	0.8004120570	1.6535907883	1.6535907883
9	1.880002	0.6101252938	0.8004120570	1.6535907883	1.6535907883
