site,rate,t,lnL,num_taxa,time,br_len,model,rep
8,1.4762735876,1.8250701678,-595911.470523286,2,0.2,0.1,JC_equalf,1
9,1.9310254989,1.8250701678,-598436.23067266,2,0.2,0.1,JC_equalf,1
10,1.5032075423,1.8250701678,-596182.712134277,2,0.2,0.1,JC_equalf,1
1,1.9994617224,1.8222923465,-598578.745029254,2,0.2,0.1,JC_equalf,10
2,0.9818717669,1.8222923465,-583784.765166028,2,0.2,0.1,JC_equalf,10
3,2.232217291,1.8222923465,-598892.820466269,2,0.2,0.1,JC_equalf,10
4,1.4639346857,1.8222923465,-595754.990134961,2,0.2,0.1,JC_equalf,10
5,0.1719650684,1.8222923465,-431661.462982326,2,0.2,0.1,JC_equalf,10
6,1.9365231347,1.8222923465,-598442.388750432,2,0.2,0.1,JC_equalf,10
7,0.4865744507,1.8222923465,-532670.515812635,2,0.2,0.1,JC_equalf,10
8,1.4744368684,1.8222923465,-595868.348888854,2,0.2,0.1,JC_equalf,10
9,1.9225256382,1.8222923465,-598407.987658314,2,0.2,0.1,JC_equalf,10
10,1.4894867865,1.8222923465,-596024.46251813,2,0.2,0.1,JC_equalf,10
1,1.9962328883,1.824032608,-598576.162615298,2,0.2,0.1,JC_equalf,11
2,0.9914310333,1.824032608,-584267.176812366,2,0.2,0.1,JC_equalf,11
3,2.2779738774,1.824032608,-598931.956629063,2,0.2,0.1,JC_equalf,11
4,1.4776263502,1.824032608,-595916.84473138,2,0.2,0.1,JC_equalf,11
5,0.1694533981,1.824032608,-430463.081841676,2,0.2,0.1,JC_equalf,11
6,1.9386237238,1.824032608,-598451.816746594,2,0.2,0.1,JC_equalf,11
7,0.4805083688,1.824032608,-531578.207549834,2,0.2,0.1,JC_equalf,11
8,1.4742179987,1.824032608,-595880.949508994,2,0.2,0.1,JC_equalf,11
9,1.9420025699,1.824032608,-598459.786646803,2,0.2,0.1,JC_equalf,11
10,1.5070303555,1.824032608,-596211.208190255,2,0.2,0.1,JC_equalf,11
1,1.9819354879,1.8228133761,-598544.769532566,2,0.2,0.1,JC_equalf,12
2,0.9833566103,1.8228133761,-583866.890283073,2,0.2,0.1,JC_equalf,12
3,2.2710950469,1.8228133761,-598925.550531376,2,0.2,0.1,JC_equalf,12
4,1.4746944537,1.8228133761,-595875.551608225,2,0.2,0.1,JC_equalf,12
5,0.1729517528,1.8228133761,-432186.789035601,2,0.2,0.1,JC_equalf,12
6,1.9018199012,1.8228133761,-598355.543107253,2,0.2,0.1,JC_equalf,12
7,0.4812876427,1.8228133761,-531668.1212818,2,0.2,0.1,JC_equalf,12
8,1.4645157801,1.8228133761,-595765.938950661,2,0.2,0.1,JC_equalf,12
9,1.9582668276,1.8228133761,-598494.007140276,2,0.2,0.1,JC_equalf,12
10,1.5074972563,1.8228133761,-596206.035302138,2,0.2,0.1,JC_equalf,12
1,1.9745617898,1.8215829907,-598526.561142704,2,0.2,0.1,JC_equalf,13
2,0.9849932328,1.8215829907,-583911.91151537,2,0.2,0.1,JC_equalf,13
3,2.2334250837,1.8215829907,-598893.119212798,2,0.2,0.1,JC_equalf,13
4,1.4549315831,1.8215829907,-595648.429147853,2,0.2,0.1,JC_equalf,13
5,0.1734647729,1.8215829907,-432387.057954965,2,0.2,0.1,JC_equalf,13
6,1.9044015349,1.8215829907,-598359.022008309,2,0.2,0.1,JC_equalf,13
7,0.4862872563,1.8215829907,-532578.38508239,2,0.2,0.1,JC_equalf,13
8,1.4848581505,1.8215829907,-595971.28014305,2,0.2,0.1,JC_equalf,13
9,1.9164055508,1.8215829907,-598390.518276882,2,0.2,0.1,JC_equalf,13
10,1.4893693387,1.8215829907,-596017.392260207,2,0.2,0.1,JC_equalf,13
1,1.9840384816,1.8258213847,-598555.754276621,2,0.2,0.1,JC_equalf,14
2,0.9869886713,1.8258213847,-584109.118881744,2,0.2,0.1,JC_equalf,14
3,2.2775841859,1.8258213847,-598933.337734491,2,0.2,0.1,JC_equalf,14
4,1.4767766757,1.8258213847,-595923.11014109,2,0.2,0.1,JC_equalf,14
5,0.1724534948,1.8258213847,-432078.589375072,2,0.2,0.1,JC_equalf,14
6,1.9444991666,1.8258213847,-598470.040618181,2,0.2,0.1,JC_equalf,14
7,0.4795530614,1.8258213847,-531482.796327308,2,0.2,0.1,JC_equalf,14
8,1.4782311995,1.8258213847,-595938.305946084,2,0.2,0.1,JC_equalf,14
9,1.9142317212,1.8258213847,-598396.361243636,2,0.2,0.1,JC_equalf,14
10,1.5119871981,1.8258213847,-596272.142776253,2,0.2,0.1,JC_equalf,14
1,1.9942422469,1.8224423308,-598568.817577138,2,0.2,0.1,JC_equalf,15
2,0.9855371755,1.8224423308,-583958.490466358,2,0.2,0.1,JC_equalf,15
3,2.2443190858,1.8224423308,-598903.47333774,2,0.2,0.1,JC_equalf,15
4,1.4638973044,1.8224423308,-595755.903073042,2,0.2,0.1,JC_equalf,15
5,0.1755421123,1.8224423308,-433474.234003674,2,0.2,0.1,JC_equalf,15
6,1.9081592595,1.8224423308,-598371.392013815,2,0.2,0.1,JC_equalf,15
7,0.4802343003,1.8224423308,-531441.890624503,2,0.2,0.1,JC_equalf,15
8,1.481143774,1.8224423308,-595940.091806156,2,0.2,0.1,JC_equalf,15
9,1.9053610824,1.8224423308,-598363.980262394,2,0.2,0.1,JC_equalf,15
10,1.4943558613,1.8224423308,-596074.65296312,2,0.2,0.1,JC_equalf,15
1,1.9934607492,1.8217585029,-598565.781048466,2,0.2,0.1,JC_equalf,16
2,0.9826784399,1.8217585029,-583808.935972529,2,0.2,0.1,JC_equalf,16
3,2.2673540337,1.8217585029,-598921.608612216,2,0.2,0.1,JC_equalf,16
4,1.4838519207,1.8217585029,-595962.381594809,2,0.2,0.1,JC_equalf,16
5,0.1734480591,1.8217585029,-432387.057954966,2,0.2,0.1,JC_equalf,16
6,1.9357135446,1.8217585029,-598439.075784648,2,0.2,0.1,JC_equalf,16
7,0.4760922815,1.8217585029,-530586.248282033,2,0.2,0.1,JC_equalf,16
8,1.4939496507,1.8217585029,-596064.992408395,2,0.2,0.1,JC_equalf,16
9,1.9357139257,1.8217585029,-598439.075784647,2,0.2,0.1,JC_equalf,16
10,1.4820435124,1.8217585029,-595943.662337173,2,0.2,0.1,JC_equalf,16
1,1.998352364,1.8239086736,-598580.03428694,2,0.2,0.1,JC_equalf,17
2,0.985579978,1.8239086736,-583996.99991079,2,0.2,0.1,JC_equalf,17
3,2.3107242403,1.8239086736,-598955.135210232,2,0.2,0.1,JC_equalf,17
4,1.4755936453,1.8239086736,-595894.428729163,2,0.2,0.1,JC_equalf,17
5,0.1731011231,1.8239086736,-432314.976220518,2,0.2,0.1,JC_equalf,17
6,1.9459357531,1.8239086736,-598468.646342172,2,0.2,0.1,JC_equalf,17
7,0.4769066216,1.8239086736,-530860.047157048,2,0.2,0.1,JC_equalf,17
8,1.4776408708,1.8239086736,-595915.949277217,2,0.2,0.1,JC_equalf,17
9,1.9350033606,1.8239086736,-598442.861474334,2,0.2,0.1,JC_equalf,17
10,1.4931545326,1.8239086736,-596074.652963121,2,0.2,0.1,JC_equalf,17
1,1.9475059798,1.8230024074,-598470.040618181,2,0.2,0.1,JC_equalf,18
2,0.9893206441,1.8230024074,-584145.892787691,2,0.2,0.1,JC_equalf,18
3,2.2516230815,1.8230024074,-598910.169183223,2,0.2,0.1,JC_equalf,18
4,1.4773504622,1.8230024074,-595905.196116402,2,0.2,0.1,JC_equalf,18
5,0.1742174583,1.8230024074,-432835.18594549,2,0.2,0.1,JC_equalf,18
6,1.9525562966,1.8230024074,-598481.610459195,2,0.2,0.1,JC_equalf,18
7,0.4789657101,1.8230024074,-531220.842484911,2,0.2,0.1,JC_equalf,18
8,1.4876876068,1.8230024074,-596012.085376875,2,0.2,0.1,JC_equalf,18
9,1.8928160373,1.8230024074,-598331.508020224,2,0.2,0.1,JC_equalf,18
10,1.4934577336,1.8230024074,-596070.263305124,2,0.2,0.1,JC_equalf,18
1,1.9826333022,1.8225658368,-598545.651605632,2,0.2,0.1,JC_equalf,19
2,0.9868294473,1.8225658368,-584021.050522521,2,0.2,0.1,JC_equalf,19
3,2.246935081,1.8225658368,-598905.81208874,2,0.2,0.1,JC_equalf,19
4,1.4690666414,1.8225658368,-595813.221164815,2,0.2,0.1,JC_equalf,19
5,0.1734346121,1.8225658368,-432419.088839761,2,0.2,0.1,JC_equalf,19
6,1.9520099202,1.8225658368,-598479.303515344,2,0.2,0.1,JC_equalf,19
7,0.4794538671,1.8225658368,-531294.554697238,2,0.2,0.1,JC_equalf,19
8,1.4694028057,1.8225658368,-595816.847291675,2,0.2,0.1,JC_equalf,19
9,1.9115939731,1.8225658368,-598380.73600624,2,0.2,0.1,JC_equalf,19
10,1.508243015,1.8225658368,-596211.208190256,2,0.2,0.1,JC_equalf,19
1,2.004108868,1.8257561456,-598594.979432678,2,0.2,0.1,JC_equalf,2
2,0.9840957264,1.8257561456,-583974.540324424,2,0.2,0.1,JC_equalf,2
3,2.3363991169,1.8257561456,-598973.091254309,2,0.2,0.1,JC_equalf,2
4,1.4656610108,1.8257561456,-595804.148986351,2,0.2,0.1,JC_equalf,2
5,0.1745411291,1.8257561456,-433130.911355274,2,0.2,0.1,JC_equalf,2
6,1.9084422551,1.8257561456,-598381.226424247,2,0.2,0.1,JC_equalf,2
7,0.4804704461,1.8257561456,-531659.949128027,2,0.2,0.1,JC_equalf,2
8,1.4844900456,1.8257561456,-596002.346769269,2,0.2,0.1,JC_equalf,2
9,1.9295179599,1.8257561456,-598434.331150097,2,0.2,0.1,JC_equalf,2
10,1.4828449205,1.8257561456,-595985.497151109,2,0.2,0.1,JC_equalf,2
1,2.0267377054,1.8203147409,-598625.577903229,2,0.2,0.1,JC_equalf,20
2,0.9845328263,1.8203147409,-583858.845771836,2,0.2,0.1,JC_equalf,20
3,2.2612942711,1.8203147409,-598915.349284826,2,0.2,0.1,JC_equalf,20
4,1.4682811754,1.8203147409,-595785.065534504,2,0.2,0.1,JC_equalf,20
5,0.1724842525,1.8203147409,-431829.986221191,2,0.2,0.1,JC_equalf,20
6,1.9542210754,1.8203147409,-598478.841704797,2,0.2,0.1,JC_equalf,20
7,0.4746420716,1.8203147409,-530221.469528066,2,0.2,0.1,JC_equalf,20
8,1.4816723635,1.8203147409,-595927.582465527,2,0.2,0.1,JC_equalf,20
9,1.9421863557,1.8203147409,-598450.876457463,2,0.2,0.1,JC_equalf,20
10,1.4955742086,1.8203147409,-596069.385072837,2,0.2,0.1,JC_equalf,20
1,2.0001938707,1.8242478643,-598584.32241979,2,0.2,0.1,JC_equalf,21
2,0.9923709915,1.8242478643,-584314.954831222,2,0.2,0.1,JC_equalf,21
3,2.2589014769,1.8242478643,-598917.349479074,2,0.2,0.1,JC_equalf,21
4,1.4643641596,1.8242478643,-595776.873704642,2,0.2,0.1,JC_equalf,21
5,0.1721202641,1.8242478643,-431833.997550014,2,0.2,0.1,JC_equalf,21
6,1.9149333695,1.8242478643,-598393.929082516,2,0.2,0.1,JC_equalf,21
7,0.4804655239,1.8242478643,-531580.932856123,2,0.2,0.1,JC_equalf,21
8,1.4757454975,1.8242478643,-595898.916868585,2,0.2,0.1,JC_equalf,21
9,1.9573411722,1.8242478643,-598495.3782055,2,0.2,0.1,JC_equalf,21
10,1.4955201166,1.8242478643,-596100.938241678,2,0.2,0.1,JC_equalf,21
1,2.0008018384,1.8236936834,-598584.32241979,2,0.2,0.1,JC_equalf,22
2,0.9853829075,1.8236936834,-583982.562973583,2,0.2,0.1,JC_equalf,22
3,2.2929420639,1.8236936834,-598942.619773637,2,0.2,0.1,JC_equalf,22
4,1.4725417639,1.8236936834,-595860.238295492,2,0.2,0.1,JC_equalf,22
5,0.1728683505,1.8236936834,-432186.789035601,2,0.2,0.1,JC_equalf,22
6,1.9172264762,1.8236936834,-598398.30449383,2,0.2,0.1,JC_equalf,22
7,0.4806531275,1.8236936834,-531589.108532096,2,0.2,0.1,JC_equalf,22
8,1.4784992333,1.8236936834,-595923.110141089,2,0.2,0.1,JC_equalf,22
9,1.9299433824,1.8236936834,-598430.049095242,2,0.2,0.1,JC_equalf,22
10,1.4918384868,1.8236936834,-596059.717905473,2,0.2,0.1,JC_equalf,22
1,1.9671621116,1.8231913174,-598514.439516346,2,0.2,0.1,JC_equalf,23
2,0.9879926481,1.8231913174,-584089.919687986,2,0.2,0.1,JC_equalf,23
3,2.2735318275,1.8231913174,-598927.788607985,2,0.2,0.1,JC_equalf,23
4,1.468814694,1.8231913174,-595815.940907038,2,0.2,0.1,JC_equalf,23
5,0.1744136091,1.8231913174,-432943.118831569,2,0.2,0.1,JC_equalf,23
6,1.9353713044,1.8231913174,-598441.915887266,2,0.2,0.1,JC_equalf,23
7,0.4789713552,1.8231913174,-531231.764673855,2,0.2,0.1,JC_equalf,23
8,1.4721859929,1.8231913174,-595852.119730123,2,0.2,0.1,JC_equalf,23
9,1.9338006972,1.8231913174,-598438.127970409,2,0.2,0.1,JC_equalf,23
10,1.4949748778,1.8231913174,-596086.930668128,2,0.2,0.1,JC_equalf,23
1,1.9917317099,1.8249396012,-598569.250791078,2,0.2,0.1,JC_equalf,24
2,0.9787586452,1.8249396012,-583705.712298808,2,0.2,0.1,JC_equalf,24
3,2.3313172642,1.8249396012,-598969.312770924,2,0.2,0.1,JC_equalf,24
4,1.4616447828,1.8249396012,-595753.163966124,2,0.2,0.1,JC_equalf,24
5,0.1733039731,1.8249396012,-432467.128890175,2,0.2,0.1,JC_equalf,24
6,1.9121240473,1.8249396012,-598388.56621931,2,0.2,0.1,JC_equalf,24
7,0.4827833869,1.8249396012,-532070.828357722,2,0.2,0.1,JC_equalf,24
8,1.4840274985,1.8249396012,-595990.821965282,2,0.2,0.1,JC_equalf,24
9,1.9337140517,1.8249396012,-598442.388750432,2,0.2,0.1,JC_equalf,24
10,1.4983181628,1.8249396012,-596134.103064885,2,0.2,0.1,JC_equalf,24
1,1.9981863969,1.820243453,-598571.847049662,2,0.2,0.1,JC_equalf,25
2,0.9838426841,1.820243453,-583825.04227163,2,0.2,0.1,JC_equalf,25
3,2.2827169711,1.820243453,-598931.956629062,2,0.2,0.1,JC_equalf,25
4,1.4657491203,1.820243453,-595756.815913551,2,0.2,0.1,JC_equalf,25
5,0.1728235795,1.820243453,-431998.416841728,2,0.2,0.1,JC_equalf,25
6,1.9567364798,1.820243453,-598484.374150041,2,0.2,0.1,JC_equalf,25
7,0.4773565624,1.820243453,-530758.788692671,2,0.2,0.1,JC_equalf,25
8,1.4935252124,1.820243453,-596048.277452555,2,0.2,0.1,JC_equalf,25
9,1.9123399864,1.820243453,-598376.316072006,2,0.2,0.1,JC_equalf,25
10,1.4850002567,1.820243453,-595961.491193823,2,0.2,0.1,JC_equalf,25
1,1.9933972225,1.8236150421,-598569.683860996,2,0.2,0.1,JC_equalf,26
2,0.9937043527,1.8236150421,-584359.497902,2,0.2,0.1,JC_equalf,26
3,2.2305991699,1.8236150421,-598892.820466268,2,0.2,0.1,JC_equalf,26
4,1.4743857637,1.8236150421,-595879.150603026,2,0.2,0.1,JC_equalf,26
5,0.1730419021,1.8236150421,-432270.917923502,2,0.2,0.1,JC_equalf,26
6,1.9306116532,1.8236150421,-598431.477697001,2,0.2,0.1,JC_equalf,26
7,0.4829112477,1.8236150421,-532027.335230809,2,0.2,0.1,JC_equalf,26
8,1.4593914602,1.8236150421,-595716.558726366,2,0.2,0.1,JC_equalf,26
9,1.9215156041,1.8236150421,-598408.952938779,2,0.2,0.1,JC_equalf,26
10,1.4884932587,1.8236150421,-596025.345851281,2,0.2,0.1,JC_equalf,26
1,2.0027203994,1.8225528101,-598585.606039964,2,0.2,0.1,JC_equalf,27
2,0.97931708,1.8225528101,-583671.788058868,2,0.2,0.1,JC_equalf,27
3,2.2798246268,1.8225528101,-598931.956629062,2,0.2,0.1,JC_equalf,27
4,1.4816553945,1.8225528101,-595946.339194707,2,0.2,0.1,JC_equalf,27
5,0.172691639,1.8225528101,-432042.514330573,2,0.2,0.1,JC_equalf,27
6,1.9323229944,1.8225528101,-598432.905048767,2,0.2,0.1,JC_equalf,27
7,0.4784204547,1.8225528101,-531089.725728068,2,0.2,0.1,JC_equalf,27
8,1.4849322393,1.8225528101,-595980.168755738,2,0.2,0.1,JC_equalf,27
9,1.920527404,1.8225528101,-598403.637062349,2,0.2,0.1,JC_equalf,27
10,1.5012593176,1.8225528101,-596143.676264407,2,0.2,0.1,JC_equalf,27
1,1.9753667957,1.8237651157,-598533.250566346,2,0.2,0.1,JC_equalf,28
2,0.9852050813,1.8237651157,-583976.144975865,2,0.2,0.1,JC_equalf,28
3,2.2605674352,1.8237651157,-598918.204252269,2,0.2,0.1,JC_equalf,28
4,1.4714692832,1.8237651157,-595849.411771052,2,0.2,0.1,JC_equalf,28
5,0.1746602224,1.8237651157,-433094.959993596,2,0.2,0.1,JC_equalf,28
6,1.9230874947,1.8237651157,-598413.289861687,2,0.2,0.1,JC_equalf,28
7,0.478958921,1.8237651157,-531259.06731402,2,0.2,0.1,JC_equalf,28
8,1.4920427258,1.8237651157,-596062.355607603,2,0.2,0.1,JC_equalf,28
9,1.9069622458,1.8237651157,-598371.885035952,2,0.2,0.1,JC_equalf,28
10,1.4968884157,1.8237651157,-596110.553527353,2,0.2,0.1,JC_equalf,28
1,1.9982283603,1.8228133761,-598577.454471879,2,0.2,0.1,JC_equalf,29
2,0.9837033403,1.8228133761,-583882.974756088,2,0.2,0.1,JC_equalf,29
3,2.303968809,1.8228133761,-598949.588603491,2,0.2,0.1,JC_equalf,29
4,1.4798128582,1.8228133761,-595929.370702472,2,0.2,0.1,JC_equalf,29
5,0.1737913857,1.8228133761,-432611.203869975,2,0.2,0.1,JC_equalf,29
6,1.9214013798,1.8228133761,-598406.53870194,2,0.2,0.1,JC_equalf,29
7,0.4770140608,1.8228133761,-530824.476166359,2,0.2,0.1,JC_equalf,29
8,1.4787857601,1.8228133761,-595918.635343016,2,0.2,0.1,JC_equalf,29
9,1.9281517652,1.8228133761,-598423.365772249,2,0.2,0.1,JC_equalf,29
10,1.4939635881,1.8228133761,-596073.775232005,2,0.2,0.1,JC_equalf,29
1,1.9690768543,1.8264620807,-598526.114041824,2,0.2,0.1,JC_equalf,3
2,0.9894798171,1.8264620807,-584238.483558932,2,0.2,0.1,JC_equalf,3
3,2.2636700815,1.8264620807,-598923.301943677,2,0.2,0.1,JC_equalf,3
4,1.4679480103,1.8264620807,-595834.954381348,2,0.2,0.1,JC_equalf,3
5,0.1730329828,1.8264620807,-432403.073815871,2,0.2,0.1,JC_equalf,3
6,1.9192873876,1.8264620807,-598410.881842048,2,0.2,0.1,JC_equalf,3
7,0.4799246044,1.8264620807,-531589.108532098,2,0.2,0.1,JC_equalf,3
8,1.488352957,1.8264620807,-596047.396717327,2,0.2,0.1,JC_equalf,3
9,1.9726612818,1.8264620807,-598533.695387836,2,0.2,0.1,JC_equalf,3
10,1.4939716891,1.8264620807,-596103.561798661,2,0.2,0.1,JC_equalf,3
1,2.0123213202,1.822383483,-598603.439767232,2,0.2,0.1,JC_equalf,30
2,0.990182902,1.822383483,-584169.858377108,2,0.2,0.1,JC_equalf,30
3,2.2506394519,1.822383483,-598908.720889041,2,0.2,0.1,JC_equalf,30
4,1.470896444,1.822383483,-595831.336104279,2,0.2,0.1,JC_equalf,30
5,0.1728105268,1.822383483,-432094.621365163,2,0.2,0.1,JC_equalf,30
6,1.9151848159,1.822383483,-598389.542523073,2,0.2,0.1,JC_equalf,30
7,0.481832068,1.822383483,-531752.54553275,2,0.2,0.1,JC_equalf,30
8,1.4767440435,1.822383483,-595893.530805136,2,0.2,0.1,JC_equalf,30
9,1.8901923493,1.822383483,-598322.414192669,2,0.2,0.1,JC_equalf,30
10,1.4949323708,1.822383483,-596079.917244127,2,0.2,0.1,JC_equalf,30
1,1.9950776214,1.8196845617,-598564.477520488,2,0.2,0.1,JC_equalf,4
2,0.9849432026,1.8196845617,-583862.063758282,2,0.2,0.1,JC_equalf,4
3,2.3106370138,1.8196845617,-598951.445633554,2,0.2,0.1,JC_equalf,4
4,1.4629575738,1.8196845617,-595721.142900868,2,0.2,0.1,JC_equalf,4
5,0.1733918895,1.8196845617,-432258.900924884,2,0.2,0.1,JC_equalf,4
6,1.9254738114,1.8196845617,-598408.470367602,2,0.2,0.1,JC_equalf,4
7,0.4799914712,1.8196845617,-531250.876946808,2,0.2,0.1,JC_equalf,4
8,1.461302905,1.8196845617,-595702.791617939,2,0.2,0.1,JC_equalf,4
9,1.9297205562,1.8196845617,-598419.055001177,2,0.2,0.1,JC_equalf,4
10,1.4930201207,1.8196845617,-596038.583865396,2,0.2,0.1,JC_equalf,4
1,1.9963177874,1.8253640683,-598579.174926249,2,0.2,0.1,JC_equalf,5
2,0.9881455669,1.8253640683,-584150.687004403,2,0.2,0.1,JC_equalf,5
3,2.2965366339,1.8253640683,-598946.653950036,2,0.2,0.1,JC_equalf,5
4,1.474842797,1.8253640683,-595898.916868585,2,0.2,0.1,JC_equalf,5
5,0.173596077,1.8253640683,-432635.209782109,2,0.2,0.1,JC_equalf,5
6,1.924489068,1.8253640683,-598420.972284796,2,0.2,0.1,JC_equalf,5
7,0.4791059948,1.8253640683,-531370.96583447,2,0.2,0.1,JC_equalf,5
8,1.4815237016,1.8253640683,-595968.611621463,2,0.2,0.1,JC_equalf,5
9,1.9277878168,1.8253640683,-598429.095999846,2,0.2,0.1,JC_equalf,5
10,1.4884617019,1.8253640683,-596039.465600443,2,0.2,0.1,JC_equalf,5
1,2.0183254884,1.8237454551,-598617.272058033,2,0.2,0.1,JC_equalf,6
2,0.9990676414,1.8237454551,-584602.043503674,2,0.2,0.1,JC_equalf,6
3,2.2623765514,1.8237454551,-598919.625601384,2,0.2,0.1,JC_equalf,6
4,1.4668579036,1.8237454551,-595799.609223169,2,0.2,0.1,JC_equalf,6
5,0.1714965416,1.8237454551,-431492.847025257,2,0.2,0.1,JC_equalf,6
6,1.9082929227,1.8237454551,-598375.332356338,2,0.2,0.1,JC_equalf,6
7,0.4792406586,1.8237454551,-531313.660455771,2,0.2,0.1,JC_equalf,6
8,1.464433762,1.8237454551,-595773.230349842,2,0.2,0.1,JC_equalf,6
9,1.9246502274,1.8237454551,-598417.135502098,2,0.2,0.1,JC_equalf,6
10,1.5100703275,1.8237454551,-596237.876530936,2,0.2,0.1,JC_equalf,6
1,1.973230719,1.8224225525,-598525.66679863,2,0.2,0.1,JC_equalf,7
2,0.9873257666,1.8224225525,-584040.281152444,2,0.2,0.1,JC_equalf,7
3,2.2844247005,1.8224225525,-598935.264355819,2,0.2,0.1,JC_equalf,7
4,1.4598506001,1.8224225525,-595711.054507566,2,0.2,0.1,JC_equalf,7
5,0.1720238999,1.8224225525,-431697.582906888,2,0.2,0.1,JC_equalf,7
6,1.9227727461,1.8224225525,-598408.952938779,2,0.2,0.1,JC_equalf,7
7,0.481710501,1.8224225525,-531730.762354469,2,0.2,0.1,JC_equalf,7
8,1.4886832118,1.8224225525,-596017.392260206,2,0.2,0.1,JC_equalf,7
9,1.9489315245,1.8224225525,-598471.897689464,2,0.2,0.1,JC_equalf,7
10,1.4882482732,1.8224225525,-596012.970106744,2,0.2,0.1,JC_equalf,7
1,2.0012449873,1.8263311403,-598590.727493393,2,0.2,0.1,JC_equalf,8
2,0.9876923059,1.8263311403,-584153.882843684,2,0.2,0.1,JC_equalf,8
3,2.2634731314,1.8263311403,-598923.020131751,2,0.2,0.1,JC_equalf,8
4,1.469402254,1.8263311403,-595849.411771052,2,0.2,0.1,JC_equalf,8
5,0.1728873233,1.8263311403,-432322.986139468,2,0.2,0.1,JC_equalf,8
6,1.9510265096,1.8263311403,-598486.213795738,2,0.2,0.1,JC_equalf,8
7,0.4838641499,1.8263311403,-532353.280835281,2,0.2,0.1,JC_equalf,8
8,1.4690648869,1.8263311403,-595845.799782362,2,0.2,0.1,JC_equalf,8
9,1.94596701,1.8263311403,-598474.679086944,2,0.2,0.1,JC_equalf,8
10,1.4771335709,1.8263311403,-595931.158543424,2,0.2,0.1,JC_equalf,8
1,1.961737105,1.8211147763,-598497.660490818,2,0.2,0.1,JC_equalf,9
2,0.9891192131,1.8211147763,-584089.919687981,2,0.2,0.1,JC_equalf,9
3,2.257824567,1.8211147763,-598913.341084177,2,0.2,0.1,JC_equalf,9
4,1.4736953891,1.8211147763,-595850.314522416,2,0.2,0.1,JC_equalf,9
5,0.1723926541,1.8211147763,-431821.963406034,2,0.2,0.1,JC_equalf,9
6,1.9291738445,1.8211147763,-598421.451259414,2,0.2,0.1,JC_equalf,9
7,0.4851662002,1.8211147763,-532336.997415125,2,0.2,0.1,JC_equalf,9
8,1.4628032448,1.8211147763,-595732.134994019,2,0.2,0.1,JC_equalf,9
9,1.9146267157,1.8211147763,-598384.655507297,2,0.2,0.1,JC_equalf,9
10,1.4871444528,1.8211147763,-595990.821965283,2,0.2,0.1,JC_equalf,9
1,2.0071704067,1.8456732123,-598640.380746953,2,0.24,0.12,JC_equalf,1
2,1.0124315914,1.8456732123,-585691.655575187,2,0.24,0.12,JC_equalf,1
3,2.2690072065,1.8456732123,-598945.044758666,2,0.24,0.12,JC_equalf,1
4,1.439180345,1.8456732123,-595685.321904806,2,0.24,0.12,JC_equalf,1
5,0.1768149742,1.8456732123,-435232.707129401,2,0.24,0.12,JC_equalf,1
6,1.882666592,1.8456732123,-598367.442909587,2,0.24,0.12,JC_equalf,1
7,0.4904837533,1.8456732123,-534613.17821397,2,0.24,0.12,JC_equalf,1
8,1.4946435461,1.8456732123,-596261.880027117,2,0.24,0.12,JC_equalf,1
9,1.9180516501,1.8456732123,-598456.978352457,2,0.24,0.12,JC_equalf,1
10,1.4767643231,1.8456732123,-596086.930668128,2,0.24,0.12,JC_equalf,1
1,1.9498131942,1.8427381606,-598522.083731768,2,0.24,0.12,JC_equalf,10
2,1.0194375664,1.8427381606,-585913.837012635,2,0.24,0.12,JC_equalf,10
3,2.2316801074,1.8427381606,-598913.628459871,2,0.24,0.12,JC_equalf,10
4,1.4458019688,1.8427381606,-595733.965646559,2,0.24,0.12,JC_equalf,10
5,0.1764636434,1.8427381606,-434915.178903094,2,0.24,0.12,JC_equalf,10
6,1.91953376,1.8427381606,-598453.22613331,2,0.24,0.12,JC_equalf,10
7,0.490559128,1.8427381606,-534479.140123458,2,0.24,0.12,JC_equalf,10
8,1.4834945859,1.8427381606,-596130.618877143,2,0.24,0.12,JC_equalf,10
9,1.9076874287,1.8427381606,-598424.322197059,2,0.24,0.12,JC_equalf,10
10,1.4724432065,1.8427381606,-596019.160423366,2,0.24,0.12,JC_equalf,10
1,1.9628317036,1.8417484775,-598547.414034714,2,0.24,0.12,JC_equalf,11
2,1.0109352245,1.8417484775,-585539.194207452,2,0.24,0.12,JC_equalf,11
3,2.2374373609,1.8417484775,-598917.349479074,2,0.24,0.12,JC_equalf,11
4,1.4653627645,1.8417484775,-595937.41286743,2,0.24,0.12,JC_equalf,11
5,0.1740405044,1.8417484775,-433645.751159366,2,0.24,0.12,JC_equalf,11
6,1.9350980387,1.8417484775,-598487.132773724,2,0.24,0.12,JC_equalf,11
7,0.4872216985,1.8417484775,-533791.271777469,2,0.24,0.12,JC_equalf,11
8,1.5014476262,1.8417484775,-596296.032006347,2,0.24,0.12,JC_equalf,11
9,1.9037385004,1.8417484775,-598411.845464592,2,0.24,0.12,JC_equalf,11
10,1.4850839,1.8417484775,-596138.456031708,2,0.24,0.12,JC_equalf,11
1,1.9861788384,1.8410053721,-598592.430009003,2,0.24,0.12,JC_equalf,12
2,1.0080050688,1.8410053721,-585398.50767458,2,0.24,0.12,JC_equalf,12
3,2.2038793803,1.8410053721,-598887.717064297,2,0.24,0.12,JC_equalf,12
