site,rate,t,lnL,num_taxa,time,br_len,site_dupl,rep
45,48.5612112494,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
46,1.7547879827,1.6779456502,-59.708103282,2,0.48,0.24,10,20
47,1.1000515173,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
48,0.7956163946,1.6779456502,-56.6770386103,2,0.48,0.24,10,20
49,1.754788179,1.6779456502,-59.708103282,2,0.48,0.24,10,20
50,1.754787954,1.6779456502,-59.708103282,2,0.48,0.24,10,20
51,0,1.6779456502,-29.9573227355,2,0.48,0.24,10,20
52,0.4453150295,1.6779456502,-51.610989437,2,0.48,0.24,10,20
53,1.1000515283,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
54,25.9077466955,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
55,1.1000515739,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
56,1.1000515361,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
57,0.0662931655,1.6779456502,-36.1525914532,2,0.48,0.24,10,20
58,8487.0010257318,1.6779456502,-59.9146454709,2,0.48,0.24,10,20
59,1.1000515739,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
60,0.5950900885,1.6779456502,-54.3540732806,2,0.48,0.24,10,20
61,0.2261691412,1.6779456502,-44.8992826946,2,0.48,0.24,10,20
62,1.1000515821,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
63,0.3257219457,1.6779456502,-48.4651953223,2,0.48,0.24,10,20
64,1.1000515364,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
65,1.1000515356,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
66,2721.1206270098,1.6779456502,-59.914645471,2,0.48,0.24,10,20
67,1.1000515367,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
68,0.7956163912,1.6779456502,-56.6770386103,2,0.48,0.24,10,20
69,1.7547880707,1.6779456502,-59.708103282,2,0.48,0.24,10,20
70,1.7547881211,1.6779456502,-59.708103282,2,0.48,0.24,10,20
71,4423.5387734326,1.6779456502,-59.9146454709,2,0.48,0.24,10,20
72,1.1000515739,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
73,0,1.6779456502,-29.9573227355,2,0.48,0.24,10,20
74,0.7956163982,1.6779456502,-56.6770386103,2,0.48,0.24,10,20
75,1.1000515739,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
76,27.1249751778,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
77,0.226163232,1.6779456502,-44.8992826936,2,0.48,0.24,10,20
78,21.588527394,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
79,23.4827128345,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
80,0.3257219457,1.6779456502,-48.4651953223,2,0.48,0.24,10,20
81,1.100051535,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
82,78.2501270745,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
83,191.670440999,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
84,0.7956163982,1.6779456502,-56.6770386103,2,0.48,0.24,10,20
85,1.7547880177,1.6779456502,-59.708103282,2,0.48,0.24,10,20
86,1.1000515202,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
87,60.0754622302,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
88,1.100051501,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
89,0.5950900945,1.6779456502,-54.3540732806,2,0.48,0.24,10,20
90,19.0429393487,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
91,0.066286794,1.6779456502,-36.1525914486,2,0.48,0.24,10,20
92,1.1000515392,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
93,1.7547878601,1.6779456502,-59.708103282,2,0.48,0.24,10,20
94,0.5950900868,1.6779456502,-54.3540732806,2,0.48,0.24,10,20
95,1.7547880378,1.6779456502,-59.708103282,2,0.48,0.24,10,20
96,22.0602232636,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
97,1.7547882083,1.6779456502,-59.708103282,2,0.48,0.24,10,20
98,1.7547878989,1.6779456502,-59.708103282,2,0.48,0.24,10,20
99,1.7547880509,1.6779456502,-59.708103282,2,0.48,0.24,10,20
100,0.5950900926,1.6779456502,-54.3540732806,2,0.48,0.24,10,20
101,0.2261632253,1.6779456502,-44.8992826936,2,0.48,0.24,10,20
102,130.9703733947,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
103,0.7956163982,1.6779456502,-56.6770386103,2,0.48,0.24,10,20
104,0.3257219516,1.6779456502,-48.4651953223,2,0.48,0.24,10,20
105,149.6493351435,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
106,1087.2402666952,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
107,1.1000515369,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
108,86.3093095355,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
109,1.7547880631,1.6779456502,-59.708103282,2,0.48,0.24,10,20
110,109.4680813003,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
111,0,1.6779456502,-29.9573227355,2,0.48,0.24,10,20
112,1.7547879143,1.6779456502,-59.708103282,2,0.48,0.24,10,20
113,1.7547880407,1.6779456502,-59.708103282,2,0.48,0.24,10,20
114,1.754787998,1.6779456502,-59.708103282,2,0.48,0.24,10,20
115,299.970249063,1.6779456502,-59.9146454711,2,0.48,0.24,10,20
116,1940.3306881474,1.6779456502,-59.914645471,2,0.48,0.24,10,20
117,1.1000515668,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
118,0.7956163571,1.6779456502,-56.6770386103,2,0.48,0.24,10,20
119,1.1000515739,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
120,4154.2850054982,1.6779456502,-59.9146454709,2,0.48,0.24,10,20
121,0.4453149966,1.6779456502,-51.610989437,2,0.48,0.24,10,20
122,0.2261632265,1.6779456502,-44.8992826936,2,0.48,0.24,10,20
123,1.1000516219,1.6779456502,-58.5168588043,2,0.48,0.24,10,20
124,924.603451336,1.6779456502,-59.914645471,2,0.48,0.24,10,20
1,66.8360193286,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
2,1.788168198,1.6466230945,-59.708103282,2,0.48,0.24,10,21
3,23.708984239,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
4,1.7881681378,1.6466230945,-59.708103282,2,0.48,0.24,10,21
5,0.1435597398,1.6466230945,-40.8502249293,2,0.48,0.24,10,21
6,131.4112104962,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
7,0.6064100781,1.6466230945,-54.3540732806,2,0.48,0.24,10,21
8,1.1209770451,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
9,120.9720678273,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
10,1.1209770804,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
11,0.810750849,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
12,1.1209770804,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
13,0.8107508232,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
14,0.6064100675,1.6466230945,-54.3540732806,2,0.48,0.24,10,21
15,0.4537859355,1.6466230945,-51.610989437,2,0.48,0.24,10,21
16,26.9096143742,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
17,1.788168467,1.6466230945,-59.708103282,2,0.48,0.24,10,21
18,1.7881683109,1.6466230945,-59.708103282,2,0.48,0.24,10,21
19,27.3100310246,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
20,0.810750845,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
21,1.7881681495,1.6466230945,-59.708103282,2,0.48,0.24,10,21
22,1.1209770804,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
23,0.6064100611,1.6466230945,-54.3540732806,2,0.48,0.24,10,21
24,0.1435597284,1.6466230945,-40.8502249293,2,0.48,0.24,10,21
25,1.1209770804,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
26,0.1435597368,1.6466230945,-40.8502249293,2,0.48,0.24,10,21
27,0.8107508121,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
28,0,1.6466230945,-29.9573227355,2,0.48,0.24,10,21
29,0.2304653756,1.6466230945,-44.8992826936,2,0.48,0.24,10,21
30,0.8107508501,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
31,1.7881681422,1.6466230945,-59.708103282,2,0.48,0.24,10,21
32,1.7881681921,1.6466230945,-59.708103282,2,0.48,0.24,10,21
33,0.4537859444,1.6466230945,-51.610989437,2,0.48,0.24,10,21
34,1.7881681413,1.6466230945,-59.708103282,2,0.48,0.24,10,21
35,1.7881681417,1.6466230945,-59.708103282,2,0.48,0.24,10,21
36,30.6139131445,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
37,26.7872839516,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
38,1.7881681017,1.6466230945,-59.708103282,2,0.48,0.24,10,21
39,23.5139488169,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
40,0.8107508392,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
41,282.2293908827,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
42,1.7881682018,1.6466230945,-59.708103282,2,0.48,0.24,10,21
43,1.7881681517,1.6466230945,-59.708103282,2,0.48,0.24,10,21
44,32.8040447354,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
45,34.2522015201,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
46,1.7881681427,1.6466230945,-59.708103282,2,0.48,0.24,10,21
47,4643.9760502273,1.6466230945,-59.9146454709,2,0.48,0.24,10,21
48,1.120977045,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
49,80.0975156196,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
50,1.1209770804,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
51,0,1.6466230945,-29.9573227355,2,0.48,0.24,10,21
52,0.6064100712,1.6466230945,-54.3540732806,2,0.48,0.24,10,21
53,1.1209770804,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
54,1.788168165,1.6466230945,-59.708103282,2,0.48,0.24,10,21
55,0.4537859361,1.6466230945,-51.610989437,2,0.48,0.24,10,21
56,29.8686575214,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
57,0.4537859358,1.6466230945,-51.610989437,2,0.48,0.24,10,21
58,1.7881681544,1.6466230945,-59.708103282,2,0.48,0.24,10,21
59,35.9205351006,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
60,1.1209769436,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
61,0,1.6466230945,-29.9573227355,2,0.48,0.24,10,21
62,1.7881681524,1.6466230945,-59.708103282,2,0.48,0.24,10,21
63,0.8107508388,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
64,0.8107508446,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
65,927.1062524123,1.6466230945,-59.914645471,2,0.48,0.24,10,21
66,0.810750849,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
67,4199.2770669037,1.6466230945,-59.9146454709,2,0.48,0.24,10,21
68,1.1209769473,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
69,1.7881680051,1.6466230945,-59.708103282,2,0.48,0.24,10,21
70,1.7881681062,1.6466230945,-59.708103282,2,0.48,0.24,10,21
71,56.5272004386,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
72,1.7881679857,1.6466230945,-59.708103282,2,0.48,0.24,10,21
73,0,1.6466230945,-29.9573227355,2,0.48,0.24,10,21
74,0.8107508439,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
75,1.7881681493,1.6466230945,-59.708103282,2,0.48,0.24,10,21
76,1.7881679504,1.6466230945,-59.708103282,2,0.48,0.24,10,21
77,0.0675542221,1.6466230945,-36.1525914532,2,0.48,0.24,10,21
78,28.6760981439,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
79,0.810750849,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
80,1.1209770804,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
81,1.1209770804,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
82,1.7881681077,1.6466230945,-59.708103282,2,0.48,0.24,10,21
83,1.7881681536,1.6466230945,-59.708103282,2,0.48,0.24,10,21
84,1.1209770627,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
85,0.6064100725,1.6466230945,-54.3540732806,2,0.48,0.24,10,21
86,1.7881682312,1.6466230945,-59.708103282,2,0.48,0.24,10,21
87,1.1209770804,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
88,0.8107507693,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
89,0.4537859444,1.6466230945,-51.610989437,2,0.48,0.24,10,21
90,29.2163315299,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
91,0.2304653807,1.6466230945,-44.8992826936,2,0.48,0.24,10,21
92,1.7881681509,1.6466230945,-59.708103282,2,0.48,0.24,10,21
93,35.0537403425,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
94,0.3319179161,1.6466230945,-48.4651953223,2,0.48,0.24,10,21
95,0.81075079,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
96,30.3678913013,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
97,80.8555455258,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
98,1.1209770378,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
99,79.9210527323,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
100,0.1435653923,1.6466230945,-40.8502249308,2,0.48,0.24,10,21
101,0.3319179319,1.6466230945,-48.4651953223,2,0.48,0.24,10,21
102,484.7785793816,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
103,2701.6700280235,1.6466230945,-59.914645471,2,0.48,0.24,10,21
104,0.2304653773,1.6466230945,-44.8992826936,2,0.48,0.24,10,21
105,2106.454187382,1.6466230945,-59.914645471,2,0.48,0.24,10,21
106,19.5987956028,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
107,1.1209770437,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
108,266.1622930765,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
109,26.3620993564,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
110,1.1209770467,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
111,0,1.6466230945,-29.9573227355,2,0.48,0.24,10,21
112,1.788168179,1.6466230945,-59.708103282,2,0.48,0.24,10,21
113,0.8107508441,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
114,1.7881679726,1.6466230945,-59.708103282,2,0.48,0.24,10,21
115,1.7881681253,1.6466230945,-59.708103282,2,0.48,0.24,10,21
116,1062.1529566711,1.6466230945,-59.914645471,2,0.48,0.24,10,21
117,1.7881681107,1.6466230945,-59.708103282,2,0.48,0.24,10,21
118,1.1209770804,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
119,34.7484255052,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
120,1.1209770867,1.6466230945,-58.5168588043,2,0.48,0.24,10,21
121,0.8107508456,1.6466230945,-56.6770386103,2,0.48,0.24,10,21
122,0.2304653829,1.6466230945,-44.8992826936,2,0.48,0.24,10,21
123,30.7629054083,1.6466230945,-59.9146454711,2,0.48,0.24,10,21
124,1.7881681856,1.6466230945,-59.708103282,2,0.48,0.24,10,21
1,185.0193197923,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
2,0.5886528266,1.6962949823,-54.3540732806,2,0.48,0.24,10,22
3,62.5321745432,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
4,33.8040765261,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
5,0.3221985094,1.6962949823,-48.4651953223,2,0.48,0.24,10,22
6,1407.0416432838,1.6962949823,-59.914645471,2,0.48,0.24,10,22
7,1.0881519471,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
8,1.735805982,1.6962949823,-59.708103282,2,0.48,0.24,10,22
9,1.0881519873,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
10,27.76771244,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
11,0.4404978985,1.6962949823,-51.610989437,2,0.48,0.24,10,22
12,514.8482687696,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
13,38.705868952,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
14,1.0881519396,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
15,0.440497921,1.6962949823,-51.610989437,2,0.48,0.24,10,22
16,29.3716067359,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
17,1.0881519686,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
18,40.4973782273,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
19,1.7358061306,1.6962949823,-59.708103282,2,0.48,0.24,10,22
20,0.3221985068,1.6962949823,-48.4651953223,2,0.48,0.24,10,22
21,21.4622405301,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
22,1.7358059659,1.6962949823,-59.708103282,2,0.48,0.24,10,22
23,1.0881519099,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
24,0.2237167625,1.6962949823,-44.8992826936,2,0.48,0.24,10,22
25,1.7358443255,1.6962949823,-59.7081032825,2,0.48,0.24,10,22
26,0.3221985137,1.6962949823,-48.4651953223,2,0.48,0.24,10,22
27,1.7358060004,1.6962949823,-59.708103282,2,0.48,0.24,10,22
28,0,1.6962949823,-29.9573227355,2,0.48,0.24,10,22
29,0.5886528199,1.6962949823,-54.3540732806,2,0.48,0.24,10,22
30,1.7358059192,1.6962949823,-59.708103282,2,0.48,0.24,10,22
31,1.7358059843,1.6962949823,-59.708103282,2,0.48,0.24,10,22
32,910.2390902319,1.6962949823,-59.914645471,2,0.48,0.24,10,22
33,0.322198504,1.6962949823,-48.4651953223,2,0.48,0.24,10,22
34,280.3750635293,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
35,1.0881519418,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
36,1.0881519482,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
37,1.0881519873,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
38,1.7358059882,1.6962949823,-59.708103282,2,0.48,0.24,10,22
39,1.7358059299,1.6962949823,-59.708103282,2,0.48,0.24,10,22
40,1.7358059834,1.6962949823,-59.708103282,2,0.48,0.24,10,22
41,1.0881519409,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
42,81.4344753361,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
43,986.0623728825,1.6962949823,-59.914645471,2,0.48,0.24,10,22
44,35.2527433771,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
45,1.0881519873,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
46,1.0881519357,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
47,0.7870099638,1.6962949823,-56.6770386103,2,0.48,0.24,10,22
48,1.7358059862,1.6962949823,-59.708103282,2,0.48,0.24,10,22
49,1.7358058892,1.6962949823,-59.708103282,2,0.48,0.24,10,22
50,0.7870099716,1.6962949823,-56.6770386103,2,0.48,0.24,10,22
51,0.0655753439,1.6962949823,-36.1525914522,2,0.48,0.24,10,22
52,0.7870099728,1.6962949823,-56.6770386103,2,0.48,0.24,10,22
53,18.5971553815,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
54,1.0881519425,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
55,0.58865283,1.6962949823,-54.3540732806,2,0.48,0.24,10,22
56,506.2441098217,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
57,0.3221984928,1.6962949823,-48.4651953223,2,0.48,0.24,10,22
58,1.0881520312,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
59,1.0881519473,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
60,0.7870099644,1.6962949823,-56.6770386103,2,0.48,0.24,10,22
61,0.1393559408,1.6962949823,-40.8502249293,2,0.48,0.24,10,22
62,21.364371032,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
63,0.58865283,1.6962949823,-54.3540732806,2,0.48,0.24,10,22
64,0.7870099733,1.6962949823,-56.6770386103,2,0.48,0.24,10,22
65,1.0881519488,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
66,0.2237167625,1.6962949823,-44.8992826936,2,0.48,0.24,10,22
67,1.7358059871,1.6962949823,-59.708103282,2,0.48,0.24,10,22
68,0.5886528268,1.6962949823,-54.3540732806,2,0.48,0.24,10,22
69,28.3125825382,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
70,21.4829204814,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
71,1350.3415869383,1.6962949823,-59.914645471,2,0.48,0.24,10,22
72,1302.1706301806,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
73,0,1.6962949823,-29.9573227355,2,0.48,0.24,10,22
74,0.7870099728,1.6962949823,-56.6770386103,2,0.48,0.24,10,22
75,1.7358060083,1.6962949823,-59.708103282,2,0.48,0.24,10,22
76,1.7358059832,1.6962949823,-59.708103282,2,0.48,0.24,10,22
77,0.1393559509,1.6962949823,-40.8502249293,2,0.48,0.24,10,22
78,23.8181070315,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
79,77.9917128983,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
80,1.0881519233,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
81,359.9749425977,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
82,73.6589227579,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
83,1.7358059639,1.6962949823,-59.708103282,2,0.48,0.24,10,22
84,0.5886528233,1.6962949823,-54.3540732806,2,0.48,0.24,10,22
85,0.7870099637,1.6962949823,-56.6770386103,2,0.48,0.24,10,22
86,1.0881519873,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
87,1.7358060585,1.6962949823,-59.708103282,2,0.48,0.24,10,22
88,42.216806135,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
89,1.0881519454,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
90,25.1205097587,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
91,0.1393559378,1.6962949823,-40.8502249293,2,0.48,0.24,10,22
92,0.7870099721,1.6962949823,-56.6770386103,2,0.48,0.24,10,22
93,1.7358059864,1.6962949823,-59.708103282,2,0.48,0.24,10,22
94,0.4404979179,1.6962949823,-51.610989437,2,0.48,0.24,10,22
95,0.7870099756,1.6962949823,-56.6770386103,2,0.48,0.24,10,22
96,1.7358059309,1.6962949823,-59.708103282,2,0.48,0.24,10,22
97,104.4095545756,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
98,1.7358059321,1.6962949823,-59.708103282,2,0.48,0.24,10,22
99,121.0248820544,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
100,0.2237167705,1.6962949823,-44.8992826936,2,0.48,0.24,10,22
101,0.58865283,1.6962949823,-54.3540732806,2,0.48,0.24,10,22
102,2968.0309566408,1.6962949823,-59.914645471,2,0.48,0.24,10,22
103,1.0881519462,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
104,0.223716765,1.6962949823,-44.8992826936,2,0.48,0.24,10,22
105,25.566104692,1.6962949823,-59.9146454711,2,0.48,0.24,10,22
106,1.7358059035,1.6962949823,-59.708103282,2,0.48,0.24,10,22
107,1.0881519873,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
108,1.7358059076,1.6962949823,-59.708103282,2,0.48,0.24,10,22
109,1.7358059985,1.6962949823,-59.708103282,2,0.48,0.24,10,22
110,1.7358062684,1.6962949823,-59.708103282,2,0.48,0.24,10,22
111,0,1.6962949823,-29.9573227355,2,0.48,0.24,10,22
112,1.0881519484,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
113,1.7358059832,1.6962949823,-59.708103282,2,0.48,0.24,10,22
114,1.0881519488,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
115,1.7358060818,1.6962949823,-59.708103282,2,0.48,0.24,10,22
116,1.735805971,1.6962949823,-59.708103282,2,0.48,0.24,10,22
117,1.7358060584,1.6962949823,-59.708103282,2,0.48,0.24,10,22
118,1.7358059805,1.6962949823,-59.708103282,2,0.48,0.24,10,22
119,0.58865283,1.6962949823,-54.3540732806,2,0.48,0.24,10,22
120,1.7358059827,1.6962949823,-59.708103282,2,0.48,0.24,10,22
121,1.0881519873,1.6962949823,-58.5168588043,2,0.48,0.24,10,22
122,0.4404979144,1.6962949823,-51.610989437,2,0.48,0.24,10,22
123,1.7358060952,1.6962949823,-59.708103282,2,0.48,0.24,10,22
124,1.7358063051,1.6962949823,-59.708103282,2,0.48,0.24,10,22
1,31.7396494179,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
2,1.142041239,1.6162522443,-58.5168588043,2,0.48,0.24,10,23
3,1.8217694459,1.6162522443,-59.708103282,2,0.48,0.24,10,23
4,280.2445680865,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
5,0.1462631301,1.6162522443,-40.8502249308,2,0.48,0.24,10,23
6,1.1420412085,1.6162522443,-58.5168588043,2,0.48,0.24,10,23
7,0.8259855921,1.6162522443,-56.6770386103,2,0.48,0.24,10,23
8,1.8217695995,1.6162522443,-59.708103282,2,0.48,0.24,10,23
9,1.8217694219,1.6162522443,-59.708103282,2,0.48,0.24,10,23
10,0.8259855933,1.6162522443,-56.6770386103,2,0.48,0.24,10,23
11,1.8217694652,1.6162522443,-59.708103282,2,0.48,0.24,10,23
12,4250.7390151609,1.6162522443,-59.914645471,2,0.48,0.24,10,23
13,1.8217694585,1.6162522443,-59.708103282,2,0.48,0.24,10,23
14,1.1420412231,1.6162522443,-58.5168588043,2,0.48,0.24,10,23
15,0.8259855933,1.6162522443,-56.6770386103,2,0.48,0.24,10,23
16,28.2721660339,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
17,1.1420412569,1.6162522443,-58.5168588043,2,0.48,0.24,10,23
18,41.2667002781,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
19,68.2546414529,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
20,0.1462573576,1.6162522443,-40.8502249293,2,0.48,0.24,10,23
21,1.1420412568,1.6162522443,-58.5168588043,2,0.48,0.24,10,23
22,39.789551549,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
23,1.8217694215,1.6162522443,-59.708103282,2,0.48,0.24,10,23
24,0.0688170024,1.6162522443,-36.1525914486,2,0.48,0.24,10,23
25,185.9859156704,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
26,0.8259855925,1.6162522443,-56.6770386103,2,0.48,0.24,10,23
27,0.4623129947,1.6162522443,-51.610989437,2,0.48,0.24,10,23
28,0,1.6162522443,-29.9573227355,2,0.48,0.24,10,23
29,0.3381549567,1.6162522443,-48.4651953223,2,0.48,0.24,10,23
30,1.8217694941,1.6162522443,-59.708103282,2,0.48,0.24,10,23
31,53.6497433156,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
32,0.6178050695,1.6162522443,-54.3540732806,2,0.48,0.24,10,23
33,0.4623129852,1.6162522443,-51.610989437,2,0.48,0.24,10,23
34,1.8217694609,1.6162522443,-59.708103282,2,0.48,0.24,10,23
35,1.1420412084,1.6162522443,-58.5168588043,2,0.48,0.24,10,23
36,21.3256847036,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
37,1.1420412568,1.6162522443,-58.5168588043,2,0.48,0.24,10,23
38,34.2128072094,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
39,25.4936919877,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
40,1.1420412481,1.6162522443,-58.5168588043,2,0.48,0.24,10,23
41,1.8217696089,1.6162522443,-59.708103282,2,0.48,0.24,10,23
42,1.1420412569,1.6162522443,-58.5168588043,2,0.48,0.24,10,23
43,39.0158330595,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
44,57.8272714891,1.6162522443,-59.9146454711,2,0.48,0.24,10,23
