site,rate,t,lnL,num_taxa,time,model
8,0.9353687,1.7446006771,-579208.035102043,2,0.32,JC_equalf
9,2.2375534164,1.7446006771,-598799.454127141,2,0.32,JC_equalf
10,2.0314652983,1.7446006771,-598462.123045751,2,0.32,JC_equalf
1,2.7053782601,1.7481553669,-599075.983670792,2,0.32,JC_equalf
2,0.7809919871,1.7481553669,-568321.539190494,2,0.32,JC_equalf
3,2.1631124358,1.7481553669,-598708.842421562,2,0.32,JC_equalf
4,2.0457579759,1.7481553669,-598502.214466145,2,0.32,JC_equalf
5,0.116428124,1.7481553669,-397451.077424928,2,0.32,JC_equalf
6,2.1937763058,1.7481553669,-598751.136922311,2,0.32,JC_equalf
7,0.6119475326,1.7481553669,-549530.476875913,2,0.32,JC_equalf
8,0.9273723443,1.7481553669,-578854.99933078,2,0.32,JC_equalf
9,2.2515115597,1.7481553669,-598820.195564259,2,0.32,JC_equalf
10,2.0386997924,1.7481553669,-598487.132773724,2,0.32,JC_equalf
1,2.7689064416,1.7428128795,-599088.069660979,2,0.32,JC_equalf
2,0.7763090134,1.7428128795,-567698.88556642,2,0.32,JC_equalf
3,2.1372852847,1.7428128795,-598659.419690591,2,0.32,JC_equalf
4,2.0826205945,1.7428128795,-598563.60778267,2,0.32,JC_equalf
5,0.1173627678,1.7428128795,-397801.506776964,2,0.32,JC_equalf
6,2.2143690644,1.7428128795,-598768.873169989,2,0.32,JC_equalf
7,0.6064246554,1.7428128795,-548495.573035423,2,0.32,JC_equalf
8,0.9303068201,1.7428128795,-578860.337731367,2,0.32,JC_equalf
9,2.2198373552,1.7428128795,-598775.65142828,2,0.32,JC_equalf
10,1.99358604,1.7428128795,-598366.948655904,2,0.32,JC_equalf
1,2.8181656976,1.7470556721,-599098.246587222,2,0.32,JC_equalf
2,0.7818376973,1.7470556721,-568352.454143593,2,0.32,JC_equalf
3,2.1545148803,1.7470556721,-598694.186767283,2,0.32,JC_equalf
4,2.0361671492,1.7470556721,-598478.841704796,2,0.32,JC_equalf
5,0.117891525,1.7470556721,-398294.988507865,2,0.32,JC_equalf
6,2.2078523719,1.7470556721,-598767.439100329,2,0.32,JC_equalf
7,0.6094597184,1.7470556721,-549130.140970622,2,0.32,JC_equalf
8,0.9230694017,1.7470556721,-578567.777848057,2,0.32,JC_equalf
9,2.226104828,1.7470556721,-598789.739633044,2,0.32,JC_equalf
10,2.0242483831,1.7470556721,-598452.28668178,2,0.32,JC_equalf
1,2.8276116565,1.7484578979,-599100.142790497,2,0.32,JC_equalf
2,0.7855450237,1.7484578979,-568728.739934774,2,0.32,JC_equalf
3,2.1396972731,1.7484578979,-598674.177989156,2,0.32,JC_equalf
4,2.0320061077,1.7484578979,-598473.289019794,2,0.32,JC_equalf
5,0.117065095,1.7484578979,-397850.892473275,2,0.32,JC_equalf
6,2.2123826956,1.7484578979,-598775.296062041,2,0.32,JC_equalf
7,0.6089011903,1.7484578979,-549120.36237506,2,0.32,JC_equalf
8,0.9266639546,1.7484578979,-578822.95850064,2,0.32,JC_equalf
9,2.2257924219,1.7484578979,-598791.483275641,2,0.32,JC_equalf
10,2.0290723617,1.7484578979,-598466.78534495,2,0.32,JC_equalf
1,2.8537354626,1.745637486,-599103.43777107,2,0.32,JC_equalf
2,0.7795497969,1.745637486,-568096.564199956,2,0.32,JC_equalf
3,2.0982013694,1.745637486,-598598.793773614,2,0.32,JC_equalf
4,2.069111495,1.745637486,-598543.886887338,2,0.32,JC_equalf
5,0.1155843547,1.745637486,-396834.55849025,2,0.32,JC_equalf
6,2.2182700819,1.745637486,-598778.134680634,2,0.32,JC_equalf
7,0.6113732979,1.745637486,-549328.011008906,2,0.32,JC_equalf
8,0.9272474663,1.745637486,-578769.517416152,2,0.32,JC_equalf
9,2.2258544827,1.745637486,-598787.292034256,2,0.32,JC_equalf
10,2.0361321744,1.745637486,-598475.142161875,2,0.32,JC_equalf
1,2.7103850731,1.7449260089,-599075.983670792,2,0.32,JC_equalf
2,0.7759761062,1.7449260089,-567752.841680181,2,0.32,JC_equalf
3,2.1442824914,1.7449260089,-598674.574042281,2,0.32,JC_equalf
4,2.0558312084,1.7449260089,-598515.340965488,2,0.32,JC_equalf
5,0.116924649,1.7449260089,-397621.851978049,2,0.32,JC_equalf
6,2.2074115547,1.7449260089,-598763.482751523,2,0.32,JC_equalf
7,0.6132735201,1.7449260089,-549557.287670358,2,0.32,JC_equalf
8,0.9259536958,1.7449260089,-578671.413332048,2,0.32,JC_equalf
9,2.2291167717,1.7449260089,-598790.088671158,2,0.32,JC_equalf
10,2.0230019536,1.7449260089,-598443.806504284,2,0.32,JC_equalf
1,2.7898680841,1.7431375731,-599092.19456263,2,0.32,JC_equalf
2,0.780573428,1.7431375731,-568088.297333174,2,0.32,JC_equalf
3,2.1311574445,1.7431375731,-598650.143472726,2,0.32,JC_equalf
4,2.0669569049,1.7431375731,-598533.695387836,2,0.32,JC_equalf
5,0.1152995908,1.7431375731,-396559.629559138,2,0.32,JC_equalf
6,2.2272850213,1.7431375731,-598785.188062332,2,0.32,JC_equalf
7,0.6067288108,1.7431375731,-548554.494487886,2,0.32,JC_equalf
8,0.9311121056,1.7431375731,-578917.249761487,2,0.32,JC_equalf
9,2.2370418114,1.7431375731,-598796.690964302,2,0.32,JC_equalf
10,2.0016585074,1.7431375731,-598388.077861238,2,0.32,JC_equalf
1,2.7523119655,1.7481133089,-599086.409624507,2,0.32,JC_equalf
2,0.7853195455,1.7481133089,-568695.905355547,2,0.32,JC_equalf
3,2.1597399236,1.7481133089,-598703.853021872,2,0.32,JC_equalf
4,2.0896258953,1.7481133089,-598588.596088583,2,0.32,JC_equalf
5,0.1146475609,1.7481133089,-396361.158727376,2,0.32,JC_equalf
6,2.2042373949,1.7481133089,-598764.563595817,2,0.32,JC_equalf
7,0.6040143913,1.7481133089,-548414.516126648,2,0.32,JC_equalf
8,0.9317674556,1.7481133089,-579108.910007367,2,0.32,JC_equalf
9,2.2357503986,1.7481133089,-598802.550801657,2,0.32,JC_equalf
10,2.067520763,1.7481133089,-598546.533106394,2,0.32,JC_equalf
1,2.8156872683,1.745522949,-599097.422744577,2,0.32,JC_equalf
2,0.7744508881,1.745522949,-567640.742671643,2,0.32,JC_equalf
3,2.1297324334,1.745522949,-598652.570887995,2,0.32,JC_equalf
4,2.0904048478,1.745522949,-598584.322419791,2,0.32,JC_equalf
5,0.117483998,1.745522949,-397985.538310834,2,0.32,JC_equalf
6,2.225120388,1.745522949,-598786.240743767,2,0.32,JC_equalf
7,0.6096102969,1.745522949,-549076.35027066,2,0.32,JC_equalf
8,0.9240614877,1.745522949,-578578.507332982,2,0.32,JC_equalf
9,2.2399705184,1.745522949,-598803.58022784,2,0.32,JC_equalf
10,2.0169844117,1.745522949,-598431.477697001,2,0.32,JC_equalf
1,2.776976981,1.7439441006,-599090.002789807,2,0.32,JC_equalf
2,0.7787554394,1.7439441006,-567960.062299292,2,0.32,JC_equalf
3,2.1111611749,1.7439441006,-598618.105273733,2,0.32,JC_equalf
4,2.0572063716,1.7439441006,-598515.79147721,2,0.32,JC_equalf
5,0.1168350606,1.7439441006,-397527.488923335,2,0.32,JC_equalf
6,2.2398943169,1.7439441006,-598801.176056196,2,0.32,JC_equalf
7,0.6082760688,1.7439441006,-548811.988282064,2,0.32,JC_equalf
8,0.9213654394,1.7439441006,-578368.926109104,2,0.32,JC_equalf
9,2.2647288905,1.7439441006,-598828.52806373,2,0.32,JC_equalf
10,2.0366335597,1.7439441006,-598471.897689463,2,0.32,JC_equalf
1,2.8120996006,1.7462225884,-599097.008310015,2,0.32,JC_equalf
2,0.7776221077,1.7462225884,-567949.712696102,2,0.32,JC_equalf
3,2.1251687368,1.7462225884,-598646.492393934,2,0.32,JC_equalf
4,2.0519135813,1.7462225884,-598510.375974583,2,0.32,JC_equalf
5,0.1175997525,1.7462225884,-398084.239169905,2,0.32,JC_equalf
6,2.2218885799,1.7462225884,-598783.430503791,2,0.32,JC_equalf
7,0.6086677012,1.7462225884,-548978.49624985,2,0.32,JC_equalf
8,0.924902364,1.7462225884,-578649.986680815,2,0.32,JC_equalf
9,2.2472525651,1.7462225884,-598812.781983747,2,0.32,JC_equalf
10,2.0394685875,1.7462225884,-598483.913886691,2,0.32,JC_equalf
1,2.6889978569,1.7423320189,-599069.62090518,2,0.32,JC_equalf
2,0.7760559713,1.7423320189,-567657.358768545,2,0.32,JC_equalf
3,2.1311509027,1.7423320189,-598648.522245369,2,0.32,JC_equalf
4,2.0674699464,1.7423320189,-598532.80560226,2,0.32,JC_equalf
5,0.115884927,1.7423320189,-396884.108212063,2,0.32,JC_equalf
6,2.2431692543,1.7423320189,-598802.550801658,2,0.32,JC_equalf
7,0.608437617,1.7423320189,-548755.624933791,2,0.32,JC_equalf
8,0.9304107547,1.7423320189,-578851.440121175,2,0.32,JC_equalf
9,2.238076214,1.7423320189,-598796.690964301,2,0.32,JC_equalf
10,2.013775534,1.7423320189,-598415.21378859,2,0.32,JC_equalf
1,2.7958095538,1.7433542016,-599093.346494017,2,0.32,JC_equalf
2,0.7776118399,1.7433542016,-567835.787647203,2,0.32,JC_equalf
3,2.1313883069,1.7433542016,-598650.9532014,2,0.32,JC_equalf
4,2.0833413008,1.7433542016,-598566.215270057,2,0.32,JC_equalf
5,0.1166821083,1.7433542016,-397410.616173964,2,0.32,JC_equalf
6,2.2088336288,1.7433542016,-598762.761422397,2,0.32,JC_equalf
7,0.6091974166,1.7433542016,-548912.406321279,2,0.32,JC_equalf
8,0.9229130814,1.7433542016,-578442.454525317,2,0.32,JC_equalf
9,2.2275948689,1.7433542016,-598785.890004478,2,0.32,JC_equalf
10,2.0213336754,1.7433542016,-598435.756000556,2,0.32,JC_equalf
1,2.8386303906,1.7463857905,-599101.342454882,2,0.32,JC_equalf
2,0.7789807921,1.7463857905,-568075.895586738,2,0.32,JC_equalf
3,2.1478524579,1.7463857905,-598682.85678922,2,0.32,JC_equalf
4,2.0695657731,1.7463857905,-598546.533106395,2,0.32,JC_equalf
5,0.1163466505,1.7463857905,-397329.676827969,2,0.32,JC_equalf
6,2.2528678483,1.7463857905,-598819.189079968,2,0.32,JC_equalf
7,0.6086980579,1.7463857905,-548990.731723865,2,0.32,JC_equalf
8,0.9244826607,1.7463857905,-578630.338627212,2,0.32,JC_equalf
9,2.2358639026,1.7463857905,-598800.143364915,2,0.32,JC_equalf
10,2.0121290909,1.7463857905,-598422.40879299,2,0.32,JC_equalf
1,2.8920571124,1.74780505,-599109.193943829,2,0.32,JC_equalf
2,0.7793350129,1.74780505,-568162.671358149,2,0.32,JC_equalf
3,2.1473912996,1.74780505,-598684.819189897,2,0.32,JC_equalf
4,2.0741799397,1.74780505,-598558.813947322,2,0.32,JC_equalf
5,0.1160013317,1.74780505,-397176.730064045,2,0.32,JC_equalf
6,2.180986696,1.74780505,-598733.407455376,2,0.32,JC_equalf
7,0.608256098,1.74780505,-548998.072497964,2,0.32,JC_equalf
8,0.9265840209,1.74780505,-578798.025501675,2,0.32,JC_equalf
9,2.2464378088,1.74780505,-598814.135535475,2,0.32,JC_equalf
10,2.0603333556,1.74780505,-598531.469854638,2,0.32,JC_equalf
1,2.7862569174,1.7444199242,-599091.904729109,2,0.32,JC_equalf
2,0.7750804912,1.7444199242,-567653.20503237,2,0.32,JC_equalf
3,2.0894119801,1.7444199242,-598580.034286941,2,0.32,JC_equalf
4,2.0434916342,1.7444199242,-598488.051188287,2,0.32,JC_equalf
5,0.1177286839,1.7444199242,-398088.724780647,2,0.32,JC_equalf
6,2.2063504354,1.7444199242,-598761.316925848,2,0.32,JC_equalf
7,0.6151782748,1.7444199242,-549795.91972114,2,0.32,JC_equalf
8,0.9244338837,1.7444199242,-578565.98940834,2,0.32,JC_equalf
9,2.2353954287,1.7444199242,-598796.690964302,2,0.32,JC_equalf
10,2.0223542591,1.7444199242,-598440.969743207,2,0.32,JC_equalf
1,2.8709855715,1.7862693128,-599114.213168962,2,0.36,JC_equalf
2,0.8010278121,1.7862693128,-571436.140438166,2,0.36,JC_equalf
3,2.1689463673,1.7862693128,-598779.550292711,2,0.36,JC_equalf
4,2.0887208757,1.7862693128,-598665.027781619,2,0.36,JC_equalf
5,0.1158177623,1.7862693128,-398613.066847941,2,0.36,JC_equalf
6,2.1968701135,1.7862693128,-598812.781983747,2,0.36,JC_equalf
7,0.637719229,1.7862693128,-554751.66644004,2,0.36,JC_equalf
8,0.933985758,1.7862693128,-580373.492135001,2,0.36,JC_equalf
9,2.2278354409,1.7862693128,-598846.190628181,2,0.36,JC_equalf
10,2.0463559786,1.7862693128,-598591.153339702,2,0.36,JC_equalf
1,2.8018917706,1.7879288377,-599105.737611897,2,0.36,JC_equalf
2,0.7963093628,1.7879288377,-571113.787256777,2,0.36,JC_equalf
3,2.1850837741,1.7879288377,-598801.519975772,2,0.36,JC_equalf
4,2.1339095232,1.7879288377,-598736.014810641,2,0.36,JC_equalf
5,0.114610803,1.7879288377,-397931.687422852,2,0.36,JC_equalf
6,2.2176391081,1.7879288377,-598837.743844742,2,0.36,JC_equalf
7,0.6362084074,1.7879288377,-554634.445301242,2,0.36,JC_equalf
8,0.9423429943,1.7879288377,-580878.29876845,2,0.36,JC_equalf
9,2.2689630467,1.7879288377,-598887.415411883,2,0.36,JC_equalf
10,2.0336310643,1.7879288377,-598570.5495687,2,0.36,JC_equalf
1,2.9242303206,1.7888983039,-599120.119766012,2,0.36,JC_equalf
2,0.8030095278,1.7888983039,-571689.913043493,2,0.36,JC_equalf
3,2.1479134594,1.7888983039,-598756.605398479,2,0.36,JC_equalf
4,2.0890991134,1.7888983039,-598670.606824631,2,0.36,JC_equalf
5,0.1154956342,1.7888983039,-398519.023341803,2,0.36,JC_equalf
6,2.2186119746,1.7888983039,-598840.028484574,2,0.36,JC_equalf
7,0.6379598514,1.7888983039,-554901.549985036,2,0.36,JC_equalf
8,0.9348645923,1.7888983039,-580497.992309614,2,0.36,JC_equalf
9,2.2633305809,1.7888983039,-598883.479267375,2,0.36,JC_equalf
10,2.0363368875,1.7888983039,-598577.884802052,2,0.36,JC_equalf
1,2.8653791616,1.7885268137,-599113.987501179,2,0.36,JC_equalf
2,0.7966790292,1.7885268137,-571165.611009412,2,0.36,JC_equalf
3,2.128673118,1.7885268137,-598729.669777018,2,0.36,JC_equalf
4,2.087805852,1.7885268137,-598667.820937347,2,0.36,JC_equalf
5,0.115382119,1.7885268137,-398433.910312741,2,0.36,JC_equalf
6,2.2624525027,1.7885268137,-598882.262672041,2,0.36,JC_equalf
7,0.6380922247,1.7885268137,-554901.549985037,2,0.36,JC_equalf
8,0.9333690592,1.7885268137,-580404.64471925,2,0.36,JC_equalf
9,2.2907595362,1.7885268137,-598906.686437534,2,0.36,JC_equalf
10,2.0843684789,1.7885268137,-598662.22736389,2,0.36,JC_equalf
1,2.8384042267,1.7896733353,-599110.984650174,2,0.36,JC_equalf
2,0.7996272377,1.7896733353,-571446.068794814,2,0.36,JC_equalf
3,2.1420673349,1.7896733353,-598750.039105729,2,0.36,JC_equalf
4,2.0921588485,1.7896733353,-598676.947238591,2,0.36,JC_equalf
5,0.117263695,1.7896733353,-399641.096403815,2,0.36,JC_equalf
6,2.3029049203,1.7896733353,-598917.634567063,2,0.36,JC_equalf
7,0.6370207644,1.7896733353,-554817.262536228,2,0.36,JC_equalf
8,0.9366564727,1.7896733353,-580618.752147856,2,0.36,JC_equalf
9,2.2108448631,1.7896733353,-598832.822169408,2,0.36,JC_equalf
10,2.0247736417,1.7896733353,-598557.066425273,2,0.36,JC_equalf
1,3.0263345989,1.7898308449,-599128.188516539,2,0.36,JC_equalf
2,0.7949263329,1.7898308449,-571069.910127219,2,0.36,JC_equalf
3,2.2015005885,1.7898308449,-598822.872629765,2,0.36,JC_equalf
4,2.082605108,1.7898308449,-598661.826711772,2,0.36,JC_equalf
5,0.1168762691,1.7898308449,-399408.987387716,2,0.36,JC_equalf
6,2.2501426754,1.7898308449,-598872.437385071,2,0.36,JC_equalf
7,0.6291852724,1.7898308449,-553815.563954477,2,0.36,JC_equalf
8,0.9429928874,1.7898308449,-580967.377829408,2,0.36,JC_equalf
9,2.3088989605,1.7898308449,-598922.456015847,2,0.36,JC_equalf
10,2.0265825597,1.7898308449,-598560.995118775,2,0.36,JC_equalf
1,2.8647277204,1.7864703998,-599113.533882464,2,0.36,JC_equalf
2,0.7979147577,1.7864703998,-571191.510271364,2,0.36,JC_equalf
3,2.1741181181,1.7864703998,-598786.240743767,2,0.36,JC_equalf
4,2.1174957246,1.7864703998,-598709.990214898,2,0.36,JC_equalf
5,0.1157177754,1.7864703998,-398559.33140151,2,0.36,JC_equalf
6,2.2213155261,1.7864703998,-598839.702580972,2,0.36,JC_equalf
7,0.6307139806,1.7864703998,-553860.409177178,2,0.36,JC_equalf
8,0.9397865548,1.7864703998,-580697.956937244,2,0.36,JC_equalf
9,2.2380830575,1.7864703998,-598856.757384518,2,0.36,JC_equalf
10,2.0732089846,1.7864703998,-598639.563359158,2,0.36,JC_equalf
1,2.8722773,1.7879480057,-599114.662220091,2,0.36,JC_equalf
2,0.7961298537,1.7879480057,-571099.828962559,2,0.36,JC_equalf
3,2.1927257819,1.7879480057,-598810.407257227,2,0.36,JC_equalf
4,2.0451181282,1.7879480057,-598592.430009004,2,0.36,JC_equalf
5,0.1154122749,1.7879480057,-398429.429993763,2,0.36,JC_equalf
6,2.2391288563,1.7879480057,-598859.609204421,2,0.36,JC_equalf
7,0.6372676316,1.7879480057,-554770.41168022,2,0.36,JC_equalf
8,0.943699414,1.7879480057,-580951.971365622,2,0.36,JC_equalf
9,2.2795864303,1.7879480057,-598896.691555746,2,0.36,JC_equalf
10,2.0243055987,1.7879480057,-598552.248901868,2,0.36,JC_equalf
1,2.8795099036,1.7884637759,-599115.551177385,2,0.36,JC_equalf
2,0.7991348474,1.7884637759,-571362.631823692,2,0.36,JC_equalf
3,2.1682719668,1.7884637759,-598782.021677902,2,0.36,JC_equalf
4,2.097819883,1.7884637759,-598683.642196786,2,0.36,JC_equalf
5,0.1167915054,1.7884637759,-399301.798203135,2,0.36,JC_equalf
6,2.2179067219,1.7884637759,-598838.723923002,2,0.36,JC_equalf
7,0.6313565903,1.7884637759,-554034.919746531,2,0.36,JC_equalf
8,0.9388968413,1.7884637759,-580706.558896048,2,0.36,JC_equalf
9,2.2979678882,1.7884637759,-598912.47797779,2,0.36,JC_equalf
10,2.0399880032,1.7884637759,-598583.894257094,2,0.36,JC_equalf
1,2.8955664654,1.786790662,-599116.969690223,2,0.36,JC_equalf
2,0.797551232,1.786790662,-571173.580908981,2,0.36,JC_equalf
3,2.1474329575,1.786790662,-598752.598541786,2,0.36,JC_equalf
4,2.139563641,1.786790662,-598741.94654735,2,0.36,JC_equalf
5,0.1169299116,1.786790662,-399319.665787022,2,0.36,JC_equalf
6,2.257951621,1.786790662,-598876.141122132,2,0.36,JC_equalf
7,0.6303646942,1.786790662,-553829.727300639,2,0.36,JC_equalf
8,0.9371607466,1.786790662,-580563.582187363,2,0.36,JC_equalf
9,2.2386459206,1.786790662,-598857.709423166,2,0.36,JC_equalf
10,2.0360450299,1.786790662,-598572.711316367,2,0.36,JC_equalf
1,2.8466765055,1.7874569569,-599111.572085039,2,0.36,JC_equalf
2,0.7980134703,1.7874569569,-571235.320625086,2,0.36,JC_equalf
3,2.1729185479,1.7874569569,-598786.240743767,2,0.36,JC_equalf
4,2.0920205678,1.7874569569,-598672.592290476,2,0.36,JC_equalf
5,0.1173437068,1.7874569569,-399600.936819946,2,0.36,JC_equalf
6,2.2594450912,1.7874569569,-598878.290971676,2,0.36,JC_equalf
7,0.6347439437,1.7874569569,-554425.521439466,2,0.36,JC_equalf
8,0.9340840722,1.7874569569,-580413.294958107,2,0.36,JC_equalf
9,2.2179134637,1.7874569569,-598837.41683647,2,0.36,JC_equalf
10,2.0436310987,1.7874569569,-598588.596088583,2,0.36,JC_equalf
1,2.8981534888,1.7877716101,-599117.399659688,2,0.36,JC_equalf
2,0.7955732561,1.7877716101,-571047.9625388,2,0.36,JC_equalf
3,2.1665566356,1.7877716101,-598778.842794912,2,0.36,JC_equalf
4,2.0948826984,1.7877716101,-598677.737114072,2,0.36,JC_equalf
5,0.1166336016,1.7877716101,-399176.694631236,2,0.36,JC_equalf
6,2.2172130136,1.7877716101,-598837.089670473,2,0.36,JC_equalf
7,0.6370914225,1.7877716101,-554739.949243895,2,0.36,JC_equalf
8,0.93664654,1.7877716101,-580563.582187363,2,0.36,JC_equalf
9,2.2603856215,1.7877716101,-598879.515925513,2,0.36,JC_equalf
10,2.0367212322,1.7877716101,-598576.162615298,2,0.36,JC_equalf
1,2.91405451,1.7891188648,-599119.192859983,2,0.36,JC_equalf
2,0.797296773,1.7891188648,-571237.311432143,2,0.36,JC_equalf
3,2.1340949419,1.7891188648,-598738.243768685,2,0.36,JC_equalf
4,2.0618414564,1.7891188648,-598625.164000629,2,0.36,JC_equalf
5,0.1143324057,1.7891188648,-397805.996730845,2,0.36,JC_equalf
6,2.2928411961,1.7891188648,-598909.010873698,2,0.36,JC_equalf
7,0.6340995202,1.7891188648,-554418.473036718,2,0.36,JC_equalf
8,0.9506696288,1.7891188648,-581356.12524092,2,0.36,JC_equalf
9,2.2910643975,1.7891188648,-598907.559322,2,0.36,JC_equalf
10,2.034515149,1.7891188648,-598574.869459987,2,0.36,JC_equalf
1,2.8686042175,1.7858987807,-599113.874381844,2,0.36,JC_equalf
2,0.7935309993,1.7858987807,-570812.146793275,2,0.36,JC_equalf
3,2.1615052769,1.7858987807,-598769.58928361,2,0.36,JC_equalf
4,2.0938463132,1.7858987807,-598672.592290477,2,0.36,JC_equalf
5,0.1175914869,1.7858987807,-399690.172882116,2,0.36,JC_equalf
6,2.2078658553,1.7858987807,-598824.5407009,2,0.36,JC_equalf
7,0.6313343389,1.7858987807,-553914.674480939,2,0.36,JC_equalf
8,0.9444957481,1.7858987807,-580936.560267911,2,0.36,JC_equalf
9,2.2270374793,1.7858987807,-598844.898079012,2,0.36,JC_equalf
10,2.0520497433,1.7858987807,-598600.907769057,2,0.36,JC_equalf
1,2.8497536604,1.7940123682,-599113.191671686,2,0.36,JC_equalf
2,0.7972025603,1.7940123682,-571406.347881427,2,0.36,JC_equalf
3,2.1644091292,1.7940123682,-598785.539110659,2,0.36,JC_equalf
4,2.1004042355,1.7940123682,-598697.67740632,2,0.36,JC_equalf
5,0.1169294129,1.7940123682,-399609.861646611,2,0.36,JC_equalf
6,2.2636474723,1.7940123682,-598889.523591821,2,0.36,JC_equalf
7,0.6390141491,1.7940123682,-555266.139920441,2,0.36,JC_equalf
8,0.9438812152,1.7940123682,-581133.130806683,2,0.36,JC_equalf
9,2.2370519908,1.7940123682,-598864.960774296,2,0.36,JC_equalf
10,2.030308068,1.7940123682,-598577.45447188,2,0.36,JC_equalf
1,2.8668936251,1.785120339,-599113.533882464,2,0.36,JC_equalf
2,0.7947778338,1.785120339,-570886.1633874,2,0.36,JC_equalf
3,2.1792138502,1.785120339,-598790.437554493,2,0.36,JC_equalf
4,2.1196155214,1.785120339,-598710.754658503,2,0.36,JC_equalf
5,0.115116882,1.785120339,-398133.577102319,2,0.36,JC_equalf
6,2.2155594309,1.785120339,-598831.833581588,2,0.36,JC_equalf
7,0.6357766579,1.785120339,-554451.362221995,2,0.36,JC_equalf
8,0.9396446253,1.785120339,-580651.481764977,2,0.36,JC_equalf
9,2.2248715557,1.785120339,-598841.655633717,2,0.36,JC_equalf
10,2.0435823804,1.785120339,-598583.465949776,2,0.36,JC_equalf
1,2.7235130643,1.7891250602,-599093.203150648,2,0.36,JC_equalf
2,0.7995524164,1.7891250602,-571420.252471975,2,0.36,JC_equalf
3,2.1688938146,1.7891250602,-598783.782324352,2,0.36,JC_equalf
4,2.1133206713,1.7891250602,-598708.459523078,2,0.36,JC_equalf
5,0.1149387228,1.7891250602,-398182.906708755,2,0.36,JC_equalf
6,2.2338008765,1.7891250602,-598855.803914645,2,0.36,JC_equalf
7,0.6407597279,1.7891250602,-555266.139920442,2,0.36,JC_equalf
8,0.9343389992,1.7891250602,-580475.534852692,2,0.36,JC_equalf
9,2.2722262154,1.7891250602,-598891.623864071,2,0.36,JC_equalf
10,2.0529620282,1.7891250602,-598609.327393779,2,0.36,JC_equalf
1,2.7451924747,1.7872245071,-599096.592201067,2,0.36,JC_equalf
2,0.7954506426,1.7872245071,-571018.024317725,2,0.36,JC_equalf
3,2.1601817314,1.7872245071,-598769.947110047,2,0.36,JC_equalf
4,2.0834427214,1.7872245071,-598658.214182532,2,0.36,JC_equalf
5,0.1153721162,1.7872245071,-398375.660813702,2,0.36,JC_equalf
6,2.2732715159,1.7872245071,-598890.42467724,2,0.36,JC_equalf
7,0.6349731676,1.7872245071,-554444.315259649,2,0.36,JC_equalf
8,0.9454200018,1.7872245071,-581023.828529673,2,0.36,JC_equalf
9,2.240358124,1.7872245071,-598859.925277481,2,0.36,JC_equalf
10,2.0605042617,1.7872245071,-598618.937905115,2,0.36,JC_equalf
1,2.9798212671,1.7881051837,-599124.706872913,2,0.36,JC_equalf
2,0.7948391089,1.7881051837,-571000.056018903,2,0.36,JC_equalf
3,2.1207572611,1.7881051837,-598717.607553812,2,0.36,JC_equalf
4,2.1155596462,1.7881051837,-598709.990214898,2,0.36,JC_equalf
5,0.1162059204,1.7881051837,-398926.327237232,2,0.36,JC_equalf
6,2.2321998934,1.7881051837,-598852.934923579,2,0.36,JC_equalf
7,0.6380585343,1.7881051837,-554878.142492396,2,0.36,JC_equalf
8,0.9364089053,1.7881051837,-580560.132132771,2,0.36,JC_equalf
9,2.2447676886,1.7881051837,-598865.274137216,2,0.36,JC_equalf
10,2.0555255217,1.7881051837,-598611.84192326,2,0.36,JC_equalf
1,2.8573052277,1.7911110924,-599113.533882464,2,0.36,JC_equalf
2,0.8001912346,1.7911110924,-571543.300622592,2,0.36,JC_equalf
3,2.1791589228,1.7911110924,-598799.109275242,2,0.36,JC_equalf
4,2.092470744,1.7911110924,-598680.103168538,2,0.36,JC_equalf
5,0.1165175085,1.7911110924,-399239.253087462,2,0.36,JC_equalf
6,2.2783361767,1.7911110924,-598899.060166098,2,0.36,JC_equalf
7,0.6331750076,1.7911110924,-554390.275497841,2,0.36,JC_equalf
8,0.937383067,1.7911110924,-580699.677442904,2,0.36,JC_equalf
9,2.259188389,1.7911110924,-598882.262672041,2,0.36,JC_equalf
10,2.0557995546,1.7911110924,-598618.521662473,2,0.36,JC_equalf
1,2.8369133709,1.7835281603,-599109.555490063,2,0.36,JC_equalf
2,0.7999925987,1.7835281603,-571253.236095522,2,0.36,JC_equalf
3,2.160469041,1.7835281603,-598764.563595817,2,0.36,JC_equalf
4,2.0966291141,1.7835281603,-598672.592290477,2,0.36,JC_equalf
5,0.1164096539,1.7835281603,-398868.175633801,2,0.36,JC_equalf
6,2.1960803267,1.7835281603,-598808.024886529,2,0.36,JC_equalf
7,0.6324104651,1.7835281603,-553945.335989209,2,0.36,JC_equalf
8,0.9333280539,1.7835281603,-580257.374161033,2,0.36,JC_equalf
9,2.2922306265,1.7835281603,-598902.593625051,2,0.36,JC_equalf
10,2.027563244,1.7835281603,-598548.734353564,2,0.36,JC_equalf
1,2.8692605959,1.7861060292,-599113.987501179,2,0.36,JC_equalf
2,0.7963639619,1.7861060292,-571051.953456773,2,0.36,JC_equalf
3,2.1809011505,1.7861060292,-598793.917870637,2,0.36,JC_equalf
4,2.0667356085,1.7861060292,-598627.645219747,2,0.36,JC_equalf
5,0.1162561729,1.7861060292,-398877.122785598,2,0.36,JC_equalf
6,2.2277236299,1.7861060292,-598845.867728295,2,0.36,JC_equalf
7,0.6386435296,1.7861060292,-554861.754644174,2,0.36,JC_equalf
